Rank,Team,Current_AdjEM,AdjO,AdjD,AdjT,Games,Preseason_AdjEM,SurpriseZ,CollapseFactor,FinalPreseasonWeight,Blended_AdjEM,WAB,Consistency,Volatility_z,Swing_z,Rank,SOS,Road_Pct,Q1_W,Q1_L,Q2_W,Q2_L,Q3_W,Q3_L,Q4_W,Q4_L,T100_W,T100_L
11,Alabama,21.48179241847889,121.4,99.9,75.2,32,24.81,-0.4160259476901387,0.8808979481279497,8.808979481279497,22.200215487806258,3.781597038869581,17.448137455739115,1.6667600838509582,1.9264843502116995,11,13.82,0.429,6,10,6,1,6,0,3,0,13,11
12,Saint Mary's,22.30750317849757,114.2,91.9,64.0,31,21.05,0.15718789731219607,0.9160014302394696,9.160014302394696,22.020681888703912,1.2036337736288196,15.430457624371387,1.8216555480463552,2.0082290085753516,12,2.66,0.833,4,3,4,1,5,2,11,1,7,5
13,Illinois,21.744885568887284,121.6,99.9,72.1,34,21.59,0.019360696110910514,0.9306010516684762,9.306010516684761,21.7116022736645,4.685177620701545,34.92952623278947,0.9868039301867713,1.1861330201126772,13,10.16,0.545,8,7,7,1,6,0,5,0,16,8
14,Marquette,21.5118096586461,116.4,94.9,70.3,34,20.99,0.06522620733076279,0.9260240858378027,9.260240858378028,21.40011164158906,5.178472563503362,24.937773120445254,1.2817271587258476,1.6055916541949538,14,11.62,0.538,7,8,7,0,5,1,6,0,17,9
15,BYU,20.606845894779667,117.4,96.8,71.4,32,23.55,-0.3678942631525417,0.8882668340995773,8.882668340995773,21.246311537654474,2.3517941715644852,22.41819146275668,1.4597960744826994,1.5972652567219316,15,9.08,0.333,5,8,8,2,1,0,8,0,11,9
16,Gonzaga,20.897154583264538,119.0,98.1,70.6,31,21.12,-0.02785567709193293,0.9297735789374697,9.297735789374697,20.948570817107278,2.4149462405685753,29.193146676845707,1.13598923510353,1.4238035027927056,16,3.13,0.769,4,5,3,2,5,0,12,0,9,6
17,Kentucky,20.619545664297917,120.4,99.7,75.3,32,21.73,-0.13880679196276047,0.918098683053185,9.18098683053185,20.8671129864202,2.714951562611219,27.039825116879086,1.2140351719352016,1.499106751272996,17,9.49,0.636,7,7,1,1,9,1,6,0,12,8
18,Michigan St.,19.229639228186485,110.8,91.6,67.3,33,24.95,-0.7150450964766892,0.8252647619106478,8.252647619106478,20.374005091435276,-0.5192447215144114,25.773132471487465,1.2878598899505895,1.503343095688907,18,11.81,0.25,4,10,5,4,6,0,4,0,12,14
19,Florida,18.904148125125985,117.1,98.2,73.5,33,23.9,-0.6244814843592517,0.8439975360391443,8.439975360391443,19.921640687836423,1.8246944590093754,26.13759728819905,1.2160890818951067,1.593404996037648,19,10.81,0.385,5,8,5,2,8,1,4,0,13,10
20,Wisconsin,19.03766332767752,116.9,97.9,67.0,33,22.36,-0.4152920840403098,0.8810133915989646,8.810133915989645,19.7377383634566,2.7137253804703256,23.153228153303765,1.4495392326256356,1.5310831006593255,20,13.23,0.375,8,11,7,2,1,0,4,0,16,12
21,Texas Tech,18.218265670152647,115.3,97.0,68.7,33,24.7,-0.810216791230919,0.8037146480653488,8.037146480653487,19.48771670964495,2.8668707507580464,23.82786219921119,1.40325894832335,1.5265614891560453,21,9.78,0.385,6,8,6,2,5,0,6,0,9,10
22,Kansas,18.795998124060603,111.0,92.2,71.0,31,21.87,-0.3842502344924248,0.8858085732947186,8.858085732947186,19.479166210525005,3.5516817497661997,19.615720527165323,1.5654808600254544,1.7795751301101121,22,12.48,0.273,8,8,5,2,4,0,4,0,13,9
23,Baylor,19.649948310192656,118.8,99.1,67.1,32,18.06,0.19874353877408213,0.911079276706595,9.11079276706595,19.297590970683586,5.008514374518917,26.373766619122836,1.2804026714046426,1.4538424683556213,23,12.36,0.429,9,9,6,1,2,0,5,0,13,10
24,Mississippi St.,18.065268189058287,111.9,93.8,68.6,34,21.54,-0.43434147636771403,0.877985242561458,8.77985242561458,18.778399038953182,0.4296558120743903,25.19935152093088,1.3105575913804624,1.5262977413994112,24,10.81,0.308,5,9,3,3,9,0,4,1,12,11
25,St. John's,17.207099774570906,115.3,98.1,71.4,33,21.74,-0.5666125281786365,0.8550884314315561,8.55088431431556,18.139939257426988,0.2321458500766127,23.504377531690036,1.3456791030184128,1.6573128608539545,25,9.69,0.5,3,9,6,2,4,2,7,0,10,12
26,Texas,18.043100494539004,115.2,97.2,69.6,32,16.69,0.16913756181737538,0.9146119454372078,9.146119454372078,17.742328054247345,0.5392982337845282,24.4706310980105,1.2836036077598105,1.6566362953701617,26,9.8,0.455,5,9,3,3,5,0,7,0,8,11
27,Nebraska,18.262900159400772,112.7,94.4,71.0,31,14.22,0.5053625199250964,0.8661056937703265,8.661056937703265,17.380024331632995,1.6316771370502394,20.43978741622112,1.4839271564433987,1.8029828169556767,27,9.51,0.25,5,8,6,2,4,0,6,0,12,10
28,Pittsburgh,18.161179651779406,114.7,96.6,67.0,32,11.88,0.7851474564724257,0.8095792876983005,8.095792876983005,16.8929386260952,0.8512231341840248,18.484965459819726,1.6058897464821518,1.871304929886265,28,7.38,0.583,5,5,5,3,5,2,7,0,10,8
29,Wake Forest,17.656244210482853,114.6,97.0,70.0,32,13.88,0.4720305263103566,0.8717984034561481,8.717984034561482,16.84772587348338,-1.4237795754304976,23.388327031414974,1.4224595630733343,1.545246011163083,29,8.9,0.167,3,7,6,5,5,1,5,0,11,12
30,Dayton,18.2198158021819,116.9,98.7,66.6,31,9.46,1.0949769752727372,0.727610834316947,7.2761083431694695,16.554615979058877,2.841104838643126,30.013319213044838,1.0868922905085163,1.4368403589312295,30,5.68,0.571,4,3,4,3,10,1,6,0,8,7
31,Texas A&M,15.696911256380687,112.4,96.7,68.4,34,19.59,-0.48663609295241406,0.8693297866174802,8.693297866174802,16.489630061421717,0.6694135534579395,22.827451956616212,1.413336016145695,1.6223410211119984,31,10.31,0.471,9,7,4,3,2,4,5,0,13,13
32,Colorado,18.069154614698192,114.8,96.7,69.2,33,8.66,1.176144326837274,0.7028243259877827,7.028243259877827,16.41707542969469,1.2256780540076981,25.71563759331005,1.430244212979315,1.3061132479904647,32,7.82,0.5,4,5,8,4,5,1,6,0,11,8
33,Ohio St.,15.935849637925799,112.8,96.8,67.5,33,18.15,-0.276768795259275,0.9011302790167919,9.01130279016792,16.410778478749087,-0.6842747903277377,26.089475143738063,1.3651085430029883,1.3557024694934041,33,9.48,0.308,5,9,4,4,6,0,5,0,11,12
34,Clemson,16.159984508751947,114.4,98.3,67.9,32,17.24,-0.13500193640600644,0.9185268108486488,9.185268108486488,16.40085296254715,1.0115979668706458,23.099715822244537,1.3764580261264956,1.6516425813849132,34,9.51,0.538,4,4,7,5,5,2,5,0,13,9
35,San Diego St.,17.212391527430896,110.0,92.8,67.6,32,13.27,0.492798940928862,0.8682760888255187,8.682760888255187,16.370982483079437,2.187630762169235,26.110746190414392,1.2838228539781402,1.475001736319466,35,8.45,0.467,3,7,7,3,4,0,8,0,11,10
36,New Mexico,18.01307442782401,111.7,93.7,74.9,32,2.2,1.9766343034780012,0.41582126922096924,4.158212692209692,16.1945628949572,1.7243512102002718,25.72445021852507,1.3158291555242283,1.4630494524304414,36,6.04,0.6,3,5,5,2,7,1,8,1,9,8
37,Northwestern,16.291236910818753,114.8,98.5,65.4,31,14.98,0.16390461385234412,0.9152229695372133,9.152229695372133,15.992355840354898,1.3716201824687886,21.492148856149047,1.4081853889063525,1.797679546975989,37,9.23,0.429,8,7,4,3,3,0,5,1,12,10
38,TCU,16.145234506446457,111.5,95.3,71.6,32,12.64,0.438154313305807,0.877371229296344,8.77371229296344,15.390976006313853,0.7565377999457645,37.01830948529436,0.924888523300596,1.1339694435888539,38,8.22,0.5,4,10,5,2,4,0,7,0,7,12
39,Indiana St.,16.37280389296187,115.7,99.4,72.3,31,-6.51,2.8603504866202334,0.15902162727535854,1.5902162727535853,15.256253858059553,1.5717364093726047,26.63867388067243,1.275203131794497,1.4357321373142047,39,0.74,0.733,1,3,3,1,12,1,9,1,3,4
40,Boise St.,16.77757160385447,113.3,96.5,68.2,30,9.23,0.9434464504818085,0.7702689255055443,7.702689255055443,15.235596751570528,0.30226199757541394,20.687829140410095,1.4921787744002268,1.7562795334446735,40,7.18,0.583,4,5,5,3,2,2,9,0,10,10
41,Nevada,16.846048204387188,113.8,96.9,68.4,32,6.05,1.3495060255483984,0.6458258082789777,6.4582580827897775,15.033078271425683,2.6997013887703964,25.719792171639064,1.343654952234234,1.4212724480604457,41,3.77,0.786,5,2,4,4,3,1,13,0,9,6
42,Oregon,13.01340321729252,111.6,98.6,68.5,33,23.55,-1.317074597838435,0.6568725598929883,6.568725598929883,14.762562735688654,0.20112632248017448,32.78842777277206,1.0776509276400512,1.2037270552832202,42,8.4,0.615,5,5,3,4,8,2,6,0,10,9
43,N.C. State,15.196557794326878,114.0,98.8,69.8,36,12.63,0.3208197242908597,0.8950852090610275,8.950852090610276,14.685491193126195,1.5617173601447512,30.906225530953307,1.1259627610472895,1.28277824135915,43,8.59,0.556,6,8,4,4,5,1,8,0,11,13
44,Cincinnati,16.140545595036755,109.5,93.4,69.0,33,7.98,1.0200681993795944,0.7493028682115149,7.493028682115149,14.630478203305046,-1.1299283572006509,20.97973644684539,1.4019846780554832,1.8809036440996276,44,9.53,0.385,4,10,3,3,3,1,9,0,7,12
45,Washington St.,16.166658213516257,111.3,95.2,66.3,32,0.2,1.9958322766895322,0.40884348320279384,4.0884348320279384,14.357806100780932,1.3955096404572416,23.389705899367208,1.3562792997654367,1.6522096649085014,45,7.23,0.5,5,3,5,6,6,0,7,0,10,6
46,Villanova,15.627814635467473,108.6,92.9,64.7,33,8.63,0.874726829433434,0.7879996559753583,7.879996559753582,14.278921291685615,-1.8350675577753428,20.012359504736917,1.4983789408817259,1.836281786175169,46,10.06,0.357,4,10,3,2,5,3,6,0,11,13
47,Providence,15.135160439088452,107.8,92.7,69.9,34,10.62,0.5643950548860566,0.855500102838146,8.55500102838146,14.22745978660939,0.5485967849913784,23.33247829350934,1.2962353212394162,1.7740219466656382,47,9.19,0.4,6,9,2,3,3,1,10,0,9,13
48,Drake,14.859638909079237,113.9,99.0,69.4,33,4.68,1.2724548636349047,0.6717956357154289,6.717956357154289,13.137839093705155,2.404294342635552,18.437595715615817,1.5639233692429568,1.9491505982739097,48,2.17,0.6,3,1,4,3,10,2,10,0,6,2
49,UCF,13.802320142333429,106.4,92.6,70.1,31,9.45,0.5440400177916787,0.8592337116451211,8.59233711645121,12.857778732927443,-2.591539993105897,21.9403820405359,1.3503324227314195,1.8504833325493084,49,9.72,0.385,4,10,4,3,2,1,6,1,5,12
50,Oklahoma,13.72662672166338,111.9,98.2,68.0,31,9.66,0.5083283402079224,0.8655889487621302,8.655889487621302,12.838983752486914,0.98779956501998,23.935302642307235,1.3221217162698435,1.6484916349015526,50,9.4,0.417,6,12,3,0,3,0,7,0,9,12
51,Bradley,14.590430292008719,112.3,97.7,67.6,30,4.62,1.2463037865010897,0.6803855767684845,6.803855767684846,12.747216633179338,-3.3968953528494303,21.951699350734525,1.4354338964566962,1.6907028466583787,51,2.82,0.429,0,3,1,5,12,2,6,1,1,6
52,Utah St.,12.019413675754834,112.0,100.0,70.6,31,13.53,-0.18882329053064573,0.91227744134097,9.1227744134097,12.362877916938132,3.075123825782203,28.338765239390458,1.1734679900344003,1.4398030891843063,52,4.09,0.692,1,4,8,2,3,0,13,0,8,6
53,Florida Atlantic,14.1580826185876,115.4,101.3,70.4,33,0.06,1.7622603273234498,0.49540250682955056,4.954025068295506,12.3179021744395,2.084359679693037,26.984599915505257,1.2717748181922737,1.4072503035632316,53,4.95,0.625,2,2,6,3,12,1,5,2,12,4
54,Grand Canyon,14.004855538317216,110.3,96.3,70.6,31,4.12,1.2356069422896518,0.6838646528772123,6.838646528772124,12.218347848008438,0.6023923147875827,32.3959148327287,1.110095979434571,1.1835260183787872,54,-2.13,0.727,0,0,3,1,11,2,13,1,2,1
55,Maryland,10.559889083539957,105.1,94.5,67.4,33,19.67,-1.1387638645575056,0.7144006945402457,7.144006945402457,12.181119763105464,-4.0121538830658565,24.551624953235937,1.3226133019946753,1.5767497843363747,55,8.9,0.267,3,11,4,5,2,1,7,0,8,16
56,Colorado St.,13.112512778041236,111.3,98.2,67.0,31,8.7,0.5515640972551545,0.8578631002617635,8.578631002617636,12.156104788218459,1.7093840690509943,30.478761951409112,1.2019530646887766,1.2014654811936087,56,7.43,0.467,2,7,7,2,4,1,8,0,10,9
57,Utah,13.16395191766999,109.9,96.8,71.8,31,7.2,0.7454939897087488,0.8185803963376614,8.185803963376614,11.91809917746137,-1.6660847162253951,15.635394830718614,1.7594790061493462,2.067576824907363,57,10.66,0.231,3,10,5,2,5,2,4,0,9,10
58,South Carolina,12.735340719823043,111.0,98.2,64.7,32,8.76,0.4969175899778804,0.8675678881233156,8.675678881233157,11.887443881287737,4.858538895109799,23.1267327772486,1.4438707526001384,1.5421186491751284,58,8.21,0.714,7,5,5,1,6,1,7,0,14,7
59,Washington,10.246946304755028,111.1,100.9,73.3,29,17.01,-0.8453817119056217,0.7952598711138549,7.952598711138549,11.702428570578839,-3.386453134611891,29.894817489417697,1.1131973867649796,1.397932210478182,59,9.39,0.462,2,5,4,8,7,1,2,0,5,12
60,Virginia,11.439909587307767,103.7,92.3,61.4,32,12.03,-0.07376130158652905,0.9251422627474132,9.251422627474131,11.57224867887162,1.254754069199926,14.385262430827224,1.844157554183504,2.152405310920801,60,8.17,0.5,3,7,6,3,7,0,6,0,11,10
61,VCU,11.359428701991192,108.6,97.2,66.8,34,12.35,-0.12382141225110099,0.9197730810018305,9.197730810018305,11.570342747159101,-3.1236005052392066,28.61895219550569,1.1766538304810676,1.4066307517233403,61,4.19,0.545,1,3,4,3,9,4,8,2,7,7
62,James Madison,13.223202684202647,111.6,98.4,71.1,33,-3.93,2.144150335525331,0.3563537163746487,3.5635371637464868,11.551425827147362,1.976953527504186,28.83705709695521,1.119640335176613,1.4912467389077022,62,-4.59,0.875,1,1,1,1,8,1,20,0,1,2
63,Iowa,10.912390506734681,114.9,104.0,73.0,32,13.15,-0.2797011866581649,0.9007376970606474,9.007376970606474,11.40388724970596,-1.27324439024747,29.678507924699517,1.1707116990619073,1.3177775412368562,63,10.11,0.333,4,10,5,3,3,1,6,0,10,13
64,Appalachian St.,12.973176722138149,107.6,94.6,68.8,31,-5.92,2.361647090267269,0.2854735499708782,2.854735499708782,11.380045909126087,-0.9563427313116684,25.325921042067662,1.3663593782002548,1.4269735011318672,64,-2.04,0.692,2,0,1,1,8,3,14,2,3,0
65,SMU,10.395008045854155,108.4,98.0,70.0,30,14.43,-0.5043739942682306,0.8662775544133136,8.662775544133135,11.29908772273221,-3.478573963976615,24.118819114223434,1.4093983775309253,1.4868927080640797,65,1.87,0.462,0,3,2,5,9,1,8,2,4,7
66,USC,10.752905935319944,108.0,97.3,69.8,33,13.07,-0.289636758085007,0.899397217373206,8.99397217373206,11.249164766359696,-5.887035489357427,22.284102331475296,1.4465581692665452,1.6329552460531065,66,9.66,0.286,3,7,4,7,5,3,3,1,7,13
67,Penn St.,11.420854959588723,108.9,97.4,71.6,33,9.23,0.2738568699485904,0.9015187525488948,9.015187525488948,10.950763798151975,-4.507212528562647,27.311300552864115,1.26216889142725,1.3908857613263854,67,8.9,0.143,3,11,5,3,3,2,5,1,8,15
68,Kansas St.,11.777544885310718,106.5,94.7,69.1,32,7.85,0.4909431106638398,0.8685941470905526,8.685941470905526,10.93906299783717,-0.038251235292918295,25.99709643077106,1.2879962709311101,1.4798299833261488,68,11.62,0.214,6,10,4,4,4,0,4,0,9,12
69,Indiana,9.64407939016752,107.7,98.1,70.4,32,15.2,-0.69449007622906,0.8296664085446774,8.296664085446775,10.787985667060504,-0.7011810219757564,29.785531648522074,1.1050808663107232,1.4238958781269102,69,11.97,0.364,4,11,5,3,4,0,5,0,10,14
70,McNeese,12.41854744134281,111.9,99.5,67.1,28,4.66,0.9698184301678512,0.763194241599591,7.63194241599591,10.75675795446042,0.4353197399132753,23.40252699045364,1.313558726795999,1.7299760877644783,70,-7.54,0.786,0,0,2,2,4,0,19,1,1,0
71,Virginia Tech,11.349405515896137,113.9,102.5,68.8,31,7.57,0.47242568948701713,0.8717321401747836,8.717321401747837,10.519886015919099,-2.4698910294149883,19.132314211911698,1.5808615135633328,1.8205638628371943,71,9.43,0.167,3,7,3,5,6,2,5,0,9,12
72,South Florida,12.517345546882694,109.6,97.1,69.9,30,-1.27,1.7234181933603367,0.5099668570550072,5.099668570550072,10.514167294204132,0.4438183694223703,25.333793356794974,1.2882697081368573,1.5496719646587787,72,0.73,0.667,0,0,6,3,9,2,9,1,6,2
73,San Francisco,11.714934165172352,109.8,98.1,68.9,31,5.08,0.829366770646544,0.7991435060403961,7.991435060403961,10.355080509391541,-2.1222128193354024,22.254572399796743,1.3951378683096314,1.722374236873589,73,-0.94,0.429,0,8,0,2,6,0,15,0,1,8
74,Seton Hall,11.94070800001279,109.2,97.2,68.1,31,3.54,1.050088500001599,0.7407494067232069,7.407494067232069,10.320498294018599,0.7414571958337,20.468885335649993,1.5075541714419205,1.7595652536284696,74,9.37,0.4,5,9,3,2,3,1,8,0,9,12
75,LSU,9.871599996708682,108.8,99.0,71.7,31,11.11,-0.15480000041141473,0.9162766171486795,9.162766171486794,10.154129581659994,-3.1635476619477174,28.16277158803596,1.2461151033024,1.3361435345674353,75,9.71,0.333,4,9,0,5,7,0,5,1,8,14
76,Xavier,10.196250850135243,108.5,98.3,73.5,32,9.69,0.06328135626690545,0.9262236812270251,9.26223681227025,10.082611464037509,-2.5860028695083983,21.804169046350147,1.4091282190002605,1.7548205617631176,76,12.44,0.357,3,12,4,3,2,1,6,1,8,15
77,Mississippi,8.22036723939452,110.5,102.3,69.4,31,18.48,-1.282454095075685,0.6684801149401975,6.6848011494019755,10.040294710913791,-0.2286468677949749,25.070649929601903,1.356294850814134,1.467363613234744,77,9.88,0.333,4,9,2,3,8,0,5,0,7,12
78,Georgia,8.403676585135372,106.6,98.2,70.9,33,17.19,-1.0982904268580786,0.7266246648304037,7.266246648304037,9.989212819038723,-3.399079004363035,44.75671358132922,0.7697379223313398,0.8778623406203081,78,9.86,0.308,2,11,3,5,6,0,6,0,6,15
79,Minnesota,10.510180590953425,111.6,101.0,68.7,31,8.08,0.3037725738691781,0.8974623516363353,8.974623516363353,9.964585561855712,-2.597546238951228,31.430465617902705,1.1650614103860442,1.1779087935781787,79,7.9,0.167,3,11,5,2,1,1,8,0,8,13
80,Boston College,10.30932688505591,110.3,100.0,68.6,33,8.15,0.2699158606319887,0.9020423483462929,9.02042348346293,9.845789363828958,-3.200989924303368,30.946045097658754,1.1513913025862632,1.238334818935353,80,7.73,0.5,2,8,3,6,7,1,6,0,6,15
81,North Texas,11.40156395850559,108.5,97.1,63.6,30,3.14,1.0326954948131988,0.7457280749967472,7.457280749967472,9.756788880366948,-4.913768039178176,28.94078300625286,1.2065909939894148,1.3267320080828462,81,4.41,0.4,0,7,2,4,10,2,4,1,2,11
82,UNLV,11.08333775001823,108.9,97.9,66.6,29,4.21,0.8591672187522789,0.791872442405282,7.91872442405282,9.609070467902347,-2.8717697191030354,18.26451679165435,1.651959372592138,1.8316897249331539,82,5.87,0.636,3,4,3,4,4,1,7,3,6,9
83,Memphis,10.18867821099144,110.8,100.6,73.4,31,6.94,0.40608477637393003,0.8824535766784354,8.824535766784354,9.468818543686103,-0.7919220402853249,26.513500693982692,1.3025577767306844,1.405318935977985,83,5.19,0.533,2,3,6,4,10,2,3,1,8,7
84,Butler,8.762639822984866,107.8,99.1,70.3,30,11.18,-0.3021700221268917,0.8976833494425139,8.97683349442514,9.319386943251134,-1.4989724801539381,27.18475247403704,1.3032936658633205,1.3410031543126781,84,10.52,0.417,4,10,3,3,3,1,6,0,8,14
85,Syracuse,8.306600166722305,108.7,100.4,72.4,30,11.98,-0.45917497915971195,0.8739382143645326,8.739382143645326,9.135298073941842,0.29518073997921945,19.70218287487856,1.4491313458561363,1.9755282798474831,85,10.9,0.385,5,7,3,4,7,1,3,0,10,11
86,Yale,9.779468950792648,108.5,98.7,66.3,29,6.95,0.35368361884908095,0.8903649753340307,8.903649753340307,9.114820541213335,-2.073928856155426,32.656078247310134,1.0505124132872603,1.2612858060358791,86,0.08,0.588,0,2,1,3,11,3,8,1,1,3
87,Richmond,11.038795336455365,106.7,95.7,68.2,31,-1.36,1.5498494170569206,0.5744977327610387,5.744977327610386,9.100277387116632,-0.7260119198178074,27.997673234921628,1.2027512537259,1.4219732998922943,87,3.01,0.538,1,2,4,4,10,3,7,0,7,6
88,UC Irvine,10.147509186265708,108.4,98.2,70.6,30,4.39,0.7196886482832136,0.8242580652331313,8.242580652331313,8.90656955785074,-2.470718219515515,28.278117188013596,1.193218415707995,1.4109809905067612,88,-1.91,0.556,1,3,0,2,7,2,13,2,1,4
89,Arkansas,7.2889806062869695,108.8,101.6,72.9,33,26.08,-2.3488774242141286,0.2893966547553565,2.893966547553565,8.804014656585938,-4.239848190259931,25.996272358140175,1.2921241537262635,1.473175473767293,89,9.88,0.154,2,11,3,4,6,2,5,0,5,15
90,Loyola Chicago,10.188297044104232,103.3,93.1,71.0,31,3.19,0.874787130513029,0.7879845450780761,7.879845450780762,8.769940091116657,-1.312156041180991,29.09523028736049,1.207265011424071,1.3117626302410512,90,2.3,0.583,1,3,3,2,10,3,8,1,7,5
91,Florida St.,9.066286900123828,108.4,99.3,73.3,33,7.31,0.21953586251547852,0.9085199728623049,9.08519972862305,8.687146076953702,-2.8369530213806584,30.665213890681486,1.1036655558233042,1.3429549066905035,91,9.98,0.467,3,8,7,5,3,2,4,1,10,13
92,UCLA,6.789764981431077,105.7,98.9,64.6,30,24.49,-2.212529377321115,0.33318959651928115,3.3318959651928113,8.559101526310489,-4.501697830541453,25.986872471822686,1.3760158190173857,1.3505158671326907,92,9.05,0.357,1,11,6,3,4,1,3,1,4,14
93,UAB,9.016975076511272,112.0,103.0,70.3,32,6.79,0.27837188456390904,0.9009158326129485,9.009158326129485,8.52773872366833,-1.9111265752822284,24.23294739482982,1.3965130002276913,1.4938100381739072,93,3.78,0.615,1,2,6,5,9,1,6,2,9,5
94,Saint Joseph's,9.696489921688027,110.2,100.5,70.3,33,3.35,0.7933112402110034,0.8076843260740829,8.07684326074083,8.44859450703875,-3.463898836293822,25.88867547554712,1.2599841403759184,1.5391218162610703,94,2.34,0.375,1,4,3,5,6,3,10,1,6,9
95,Duquesne,9.912591582661975,103.7,93.8,68.1,33,-1.59,1.4378239478327468,0.6149728047847797,6.1497280478477965,8.105738416469341,-0.7898826689262037,28.707165357066515,1.191661287634401,1.3725714774481894,95,4.37,0.538,3,2,3,4,7,4,10,0,8,6
96,Notre Dame,6.6900256058513605,103.1,96.4,66.1,32,10.49,-0.47499679926857996,0.8713002877933009,8.71300287793301,7.503259351629285,-7.679781736045346,23.545144386186344,1.3937797882728913,1.5719793018994441,96,9.32,0.214,1,10,5,4,3,4,3,2,4,15
97,George Mason,7.849094777144288,107.4,99.5,65.2,31,6.15,0.2123868471430359,0.9094073244279449,9.09407324427945,7.463708830992572,-4.501374050113064,28.42209103331512,1.2110986502671408,1.367311460307616,97,2.05,0.417,1,1,1,5,8,6,9,0,2,8
98,Princeton,9.648844886874343,113.4,103.8,67.1,25,-3.55,1.649855610859293,0.5374836874024902,5.374836874024902,7.313305160793604,1.130746695104179,32.70383682531168,1.0700663107960677,1.223349833623895,98,-1.24,0.786,0,0,2,3,10,1,9,0,2,2
99,Rutgers,6.321665060101054,97.5,91.2,70.0,31,10.34,-0.5022918674873682,0.8666389334200576,8.666389334200575,7.199598636837264,-2.836089348376742,20.50898949693324,1.4927613292519983,1.7787138161408773,99,10.25,0.214,4,12,3,4,1,0,7,0,6,16
100,Charleston,8.622274111983614,112.1,103.4,71.5,32,0.96,0.9577842639979518,0.7664411080785665,7.664411080785665,7.141681888181433,-1.01711544815727,33.15728308561633,1.1179563605933311,1.1122206736320452,100,-2.13,0.688,0,1,2,3,9,3,14,0,1,2
101,Stanford,6.924542313959606,108.1,101.1,71.3,31,7.76,-0.10443221075504927,0.9218931584581,9.218931584581,7.116044846373259,-6.777330810476162,19.618874043923167,1.5220239621608367,1.8500942517103827,101,7.8,0.25,1,8,6,6,2,4,4,0,5,12
102,Miami FL,6.428055581298111,107.2,100.8,70.5,32,9.02,-0.3239930523377361,0.89463736789478,8.9463736789478,6.9943695486004795,-5.252779046181036,18.696061464267864,1.5919773678841518,1.8636034535148933,102,8.06,0.167,2,8,5,5,2,3,6,1,9,15
