team,location_value,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff,location_value_opp,mp_opp,fg_opp,fga_opp,fg_pct_opp,fg3_opp,fg3a_opp,fg3_pct_opp,ft_opp,fta_opp,ft_pct_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,possessions_opp,raw_off_eff_opp,fg2,fg2a,fg2_pct,efg,rate_3pa,rate_2pa,ft_rate,ftm_rate,tov_rate,orb_rate,drb_rate,ast_rate,stl_rate,blk_rate,pace,def_eff,net_eff,games_played
USC Upstate,-0.1111,202.7778,25.2222,58.4444,0.4359,7.0,22.6667,0.3114,15.6667,23.0,0.6541,8.7778,23.6667,32.4444,11.6667,6.1111,5.5556,12.3333,18.5556,73.1111,72.9267,100.1889,0.1111,202.7778,25.3333,61.5556,0.4126,6.5556,20.4444,0.3239,17.2222,22.8889,0.7519,10.3333,26.2222,36.5556,10.4444,6.8889,3.0,10.8889,19.8889,74.4444,72.9822,102.2567,18.2222,35.7778,0.5139,0.4962,0.387,0.613,0.4026,0.2765,0.171,0.2544,0.6913,0.1601,0.0839,0.0763,14.3826,102.2583,-2.0694,9
UT Arlington,-0.5,200.0,24.125,54.625,0.4462,4.875,17.625,0.2964,13.75,19.875,0.6899,10.625,21.625,32.25,11.75,7.125,4.0,15.0,18.375,66.875,68.4425,98.0475,0.5,200.0,23.25,54.125,0.4276,4.5,17.75,0.248,16.125,22.375,0.7336,7.125,19.375,26.5,11.75,8.25,3.75,12.5,17.0,67.125,70.13,95.5412,19.25,37.0,0.5324,0.4923,0.3268,0.6732,0.3724,0.2626,0.2185,0.362,0.7542,0.1736,0.1031,0.0592,13.6885,97.7578,0.2897,8
UT Rio Grande Valley,-0.5,200.0,25.875,59.125,0.4358,8.0,22.0,0.3484,9.5,13.875,0.7001,7.125,24.5,31.625,13.125,6.0,2.375,11.5,19.625,69.25,70.0912,98.3888,0.5,200.0,25.375,59.125,0.4284,7.75,25.25,0.3006,15.875,22.75,0.7006,9.25,24.75,34.0,15.125,4.875,4.125,10.875,14.375,74.375,71.5588,103.4988,17.875,37.125,0.4903,0.5011,0.3734,0.6266,0.2451,0.1689,0.1643,0.2244,0.7168,0.1878,0.0869,0.0338,14.0182,105.8484,-7.4596,8
UTEP,-0.2,200.0,22.0,55.8,0.395,6.0,20.8,0.2856,9.8,14.8,0.6736,6.8,16.4,23.2,9.4,8.4,3.0,12.8,19.6,59.8,68.828,87.076,0.2,200.0,25.0,52.6,0.4772,7.4,20.4,0.3448,16.6,23.8,0.7164,9.8,24.6,34.4,13.4,8.2,2.8,13.4,14.8,74.0,67.506,109.952,16.0,35.0,0.4556,0.4494,0.3739,0.6261,0.2696,0.178,0.1848,0.2081,0.6329,0.1378,0.1206,0.0439,13.7656,107.765,-20.689,5
UTSA,-0.1429,200.0,21.7143,61.4286,0.3616,8.0,29.2857,0.2773,13.2857,20.7143,0.6809,9.7143,23.8571,33.5714,8.8571,6.7143,4.2857,11.2857,18.1429,64.7143,72.84,89.4314,0.1429,200.0,25.8571,63.7143,0.4051,9.1429,28.7143,0.332,16.2857,22.8571,0.74,12.8571,28.7143,41.5714,13.4286,8.2857,4.4286,9.5714,17.0,77.1429,71.2871,108.2529,13.7143,32.1429,0.4258,0.425,0.462,0.538,0.3634,0.2314,0.1549,0.2464,0.6506,0.1217,0.0924,0.0583,14.568,105.7057,-16.2743,7
Utah,0.4,202.5,27.6,59.6,0.4646,8.8,24.7,0.3619,17.4,23.5,0.7366,9.2,23.7,32.9,14.8,6.0,4.0,11.1,18.8,81.4,72.665,112.543,-0.4,202.5,28.8,63.1,0.4569,7.0,20.4,0.3195,14.1,21.1,0.6821,10.2,22.5,32.7,11.7,5.9,3.6,10.9,19.4,78.7,73.822,106.816,18.8,34.9,0.5413,0.5389,0.4126,0.5874,0.3952,0.2933,0.1526,0.2897,0.6993,0.2061,0.084,0.055,14.3326,108.6251,3.9179,10
Utah St.,-0.25,203.125,28.875,58.625,0.494,7.375,21.875,0.3414,16.375,22.875,0.7269,8.625,22.875,31.5,17.0,11.25,3.25,11.25,18.875,81.5,72.1162,113.5438,0.25,203.125,22.0,55.125,0.3996,8.625,26.5,0.3176,15.375,22.625,0.6775,8.875,20.75,29.625,10.625,5.375,4.25,15.75,18.25,68.0,72.7488,93.105,21.5,36.75,0.5943,0.5573,0.3755,0.6245,0.3985,0.2839,0.1549,0.2995,0.7253,0.2372,0.1563,0.0444,14.2139,93.9718,19.572,8
Utah Tech,-0.3333,208.3333,26.5556,60.3333,0.4399,7.1111,24.7778,0.2906,12.2222,17.3333,0.7283,9.4444,21.6667,31.1111,13.0,7.0,2.3333,12.5556,16.7778,72.4444,71.6767,101.4411,0.3333,208.3333,28.4444,61.0,0.4678,6.0,20.8889,0.2806,15.1111,20.1111,0.7423,10.8889,24.5556,35.4444,13.7778,6.7778,2.8889,12.2222,17.2222,78.0,71.8856,108.8456,19.4444,35.5556,0.5475,0.4989,0.4104,0.5896,0.2938,0.208,0.173,0.2703,0.6642,0.1807,0.0986,0.0313,13.8086,109.098,-7.6569,9
Utah Valley,-0.25,200.0,28.75,57.0,0.504,6.875,19.875,0.3542,12.5,18.75,0.693,8.25,24.0,32.25,17.25,9.625,4.75,14.875,19.125,76.875,72.53,105.9425,0.25,200.0,24.25,57.75,0.426,6.5,21.875,0.3099,15.25,21.25,0.6934,8.875,18.875,27.75,11.75,9.25,3.375,14.0,17.875,70.25,72.9688,96.4613,21.875,37.125,0.5889,0.5645,0.3513,0.6487,0.3346,0.2222,0.2056,0.301,0.7321,0.238,0.1332,0.0654,14.506,96.7972,9.1453,8
VCU,0.6,200.0,26.9,60.6,0.4435,9.8,28.0,0.354,20.1,28.3,0.7023,12.0,23.2,35.2,15.0,8.4,4.6,12.3,18.6,83.7,74.341,112.738,-0.6,200.0,24.5,58.4,0.4236,6.3,18.4,0.3446,16.6,22.9,0.7153,9.0,22.3,31.3,12.1,7.9,3.4,13.8,21.3,71.9,74.077,96.969,17.1,32.6,0.5256,0.524,0.4603,0.5397,0.4751,0.3385,0.1657,0.3521,0.7183,0.2019,0.1128,0.0614,14.8682,96.6036,16.1344,10
VMI,-0.1111,200.0,22.3333,59.0,0.3751,9.1111,31.6667,0.287,13.7778,19.6667,0.7,9.5556,19.1111,28.6667,10.3333,7.1111,2.0,11.1111,18.1111,67.5556,69.8956,97.1289,0.1111,200.0,29.7778,62.3333,0.4821,9.6667,26.6667,0.3619,13.6667,19.6667,0.6806,12.7778,25.8889,38.6667,18.6667,6.8889,3.1111,11.6667,16.7778,82.8889,70.5644,117.6756,13.2222,27.3333,0.4693,0.4523,0.5411,0.4589,0.3408,0.2386,0.1588,0.2709,0.6113,0.1489,0.1025,0.0284,13.9791,118.8847,-21.7558,9
Valparaiso,0.25,203.125,24.0,61.25,0.3969,7.5,25.0,0.3148,14.875,21.375,0.6914,11.0,23.375,34.375,11.375,7.0,5.5,10.5,17.375,70.375,70.9025,100.09,-0.25,203.125,22.75,57.0,0.3984,7.25,23.0,0.3076,16.25,21.375,0.7415,8.5,24.25,32.75,11.375,4.5,3.5,13.25,19.375,69.0,71.9025,95.4712,16.5,36.25,0.4579,0.46,0.4103,0.5897,0.3657,0.2554,0.1466,0.3181,0.7396,0.1616,0.0994,0.0779,13.9591,96.943,3.147,8
Vanderbilt,0.5556,200.0,34.1111,64.7778,0.5253,11.1111,28.6667,0.3904,17.4444,23.2222,0.7583,9.2222,25.6667,34.8889,20.1111,9.8889,5.4444,8.3333,21.1111,96.7778,74.92,129.5656,-0.5556,200.0,22.8889,57.1111,0.4017,7.1111,22.8889,0.3258,20.1111,26.1111,0.7779,7.5556,19.8889,27.4444,10.1111,3.7778,1.3333,13.8889,19.2222,73.0,75.8467,96.2244,23.0,36.1111,0.6368,0.6114,0.4407,0.5593,0.3736,0.2795,0.1096,0.3123,0.7773,0.2691,0.1314,0.0734,14.984,97.5896,31.976,9
Vermont,-0.3333,205.5556,26.4444,56.6667,0.4684,9.4444,26.4444,0.3611,13.0,17.0,0.7571,7.3333,23.4444,30.7778,13.8889,4.3333,1.7778,10.4444,19.7778,75.3333,67.8511,110.8033,0.3333,205.5556,26.2222,55.0,0.4758,9.0,23.8889,0.3749,16.1111,22.7778,0.6894,6.4444,21.7778,28.2222,14.3333,6.2222,2.4444,9.0,17.1111,77.5556,68.3744,113.7756,17.0,30.2222,0.5752,0.5529,0.4728,0.5272,0.3059,0.2325,0.155,0.2501,0.7835,0.2047,0.0639,0.0263,13.2127,114.3466,-3.5433,9
Villanova,0.3333,200.0,28.8889,61.7778,0.4697,10.7778,29.5556,0.3549,12.0,17.4444,0.6679,11.4444,22.0,33.4444,16.0,7.4444,1.6667,10.3333,16.1111,80.5556,68.9511,117.8733,-0.3333,200.0,25.0,55.7778,0.4507,8.2222,20.6667,0.3938,10.6667,16.6667,0.6323,8.1111,19.6667,27.7778,13.1111,5.0,2.1111,12.1111,15.6667,68.8889,67.6933,101.2956,18.1111,32.2222,0.5644,0.558,0.4812,0.5188,0.2821,0.1942,0.1504,0.3735,0.7359,0.2369,0.1086,0.0246,13.7902,99.5079,18.3655,9
Virginia,0.8,200.0,29.4,60.2,0.494,11.0,27.5,0.4063,17.3,25.0,0.683,12.7,25.3,38.0,16.9,6.8,7.0,10.0,18.8,87.1,69.376,126.08,-0.8,200.0,23.3,58.6,0.3984,5.8,19.0,0.3115,15.1,21.2,0.7214,9.6,18.9,28.5,10.9,6.7,2.0,10.4,21.1,67.5,69.471,97.069,18.4,32.7,0.5688,0.5879,0.4581,0.5419,0.4238,0.2947,0.1436,0.3948,0.7279,0.2478,0.0985,0.103,13.8752,97.1157,28.9643,10
Virginia Tech,0.4545,204.5455,29.7273,64.1818,0.4619,8.6364,24.3636,0.3529,15.1818,21.5455,0.7001,9.6364,24.0,33.6364,15.6364,7.3636,4.1818,8.9091,17.8182,83.2727,73.6873,112.7691,-0.4545,204.5455,26.2727,61.0,0.4336,7.5455,24.4545,0.3139,13.5455,18.7273,0.7345,9.3636,22.2727,31.6364,12.7273,4.5455,3.1818,13.1818,17.6364,73.6364,73.7145,99.9318,21.0909,39.8182,0.5244,0.5291,0.3804,0.6196,0.341,0.2404,0.1213,0.2942,0.7156,0.2122,0.0998,0.0559,14.3952,99.9752,12.7938,11
Wagner,-1.0,207.1429,26.0,59.5714,0.4351,8.4286,21.5714,0.3914,12.0,17.4286,0.6516,9.5714,23.2857,32.8571,12.5714,5.2857,3.1429,14.7143,23.4286,72.4286,72.9943,99.2114,1.0,207.1429,27.0,61.7143,0.4354,7.8571,23.0,0.3274,22.0,30.8571,0.7077,12.4286,23.1429,35.5714,15.0,8.7143,4.8571,9.7143,16.2857,83.8571,73.6571,113.4,17.5714,38.0,0.4531,0.5077,0.3693,0.6307,0.2895,0.1977,0.2018,0.2961,0.6546,0.1775,0.072,0.043,14.1118,114.3436,-15.1321,7
Wake Forest,0.2,202.5,29.4,64.7,0.4576,9.1,27.1,0.3401,16.3,22.0,0.738,11.2,22.3,33.5,16.3,9.7,4.1,11.6,19.2,84.2,75.551,112.335,-0.2,202.5,24.3,58.4,0.418,7.6,26.9,0.2892,16.5,22.9,0.7287,10.2,22.4,32.6,14.1,7.1,3.1,16.4,18.6,72.7,75.477,96.41,20.3,37.6,0.5471,0.5286,0.4226,0.5774,0.342,0.2541,0.1535,0.3364,0.6792,0.2188,0.1293,0.0547,14.9036,96.7956,15.5394,10
Washington,0.0,206.25,27.625,63.0,0.4416,7.25,21.0,0.3504,19.75,26.125,0.7662,12.625,25.75,38.375,12.75,6.0,4.25,11.375,19.5,82.25,74.1575,111.4262,0.0,206.25,24.75,60.5,0.4132,7.625,22.125,0.3591,17.25,24.0,0.723,8.875,21.375,30.25,12.625,5.75,4.875,9.875,20.625,74.375,72.9,102.9862,20.375,42.0,0.4962,0.5007,0.3368,0.6632,0.4174,0.3157,0.1527,0.3771,0.7407,0.1731,0.0798,0.0556,14.3528,100.8326,10.5937,8
Washington St.,0.3333,200.0,25.7778,56.0,0.4571,8.2222,24.5556,0.3414,15.4444,19.7778,0.7891,7.8889,22.5556,30.4444,11.3333,5.3333,3.3333,11.8889,17.7778,75.2222,69.3944,108.1422,-0.3333,200.0,27.2222,55.8889,0.4906,9.1111,23.4444,0.3954,15.4444,20.0,0.7756,6.0,20.4444,26.4444,12.4444,6.1111,3.3333,9.4444,17.7778,79.0,68.8322,114.9178,17.5556,31.4444,0.5548,0.5307,0.4383,0.5617,0.357,0.2796,0.1717,0.2771,0.7902,0.1638,0.0764,0.0484,13.8789,113.9407,-5.7985,9
Weber St.,-0.1111,202.7778,28.1111,61.4444,0.4587,6.5556,20.5556,0.3153,14.8889,21.7778,0.6863,10.5556,25.0,35.5556,13.4444,7.2222,2.3333,13.4444,20.0,77.6667,74.6778,104.4044,0.1111,202.7778,26.6667,60.3333,0.4433,6.0,22.4444,0.2617,17.1111,23.6667,0.7168,8.4444,23.0,31.4444,12.7778,7.8889,4.5556,12.1111,19.1111,76.4444,75.2422,101.5711,21.5556,40.8889,0.5302,0.5137,0.3401,0.6599,0.3553,0.244,0.1804,0.3132,0.753,0.181,0.096,0.032,14.7225,102.5662,1.8382,9
West Georgia,-0.25,206.25,26.25,64.0,0.4086,6.875,19.625,0.3626,11.375,17.125,0.6736,10.25,22.75,33.0,12.5,7.125,4.125,11.125,17.125,70.75,73.01,96.2275,0.25,206.25,29.0,61.875,0.4706,6.875,22.125,0.3174,15.375,21.375,0.7215,8.75,27.5,36.25,17.625,5.875,3.25,11.125,16.375,80.25,74.405,108.11,19.375,44.375,0.4254,0.4647,0.3138,0.6862,0.2677,0.179,0.1562,0.2712,0.72,0.1706,0.0974,0.0557,14.1798,109.8058,-13.5783,8
West Virginia,0.6364,200.0,25.2727,55.7273,0.4527,7.9091,23.2727,0.338,15.7273,23.3636,0.6758,9.7273,23.4545,33.1818,13.9091,7.6364,3.3636,9.7273,14.2727,74.1818,66.8245,111.0655,-0.6364,200.0,20.4545,52.0,0.392,6.9091,19.1818,0.3423,10.5455,14.8182,0.6809,6.5455,21.4545,28.0,10.9091,5.8182,2.7273,13.0909,17.7273,58.3636,65.5855,89.1318,17.3636,32.4545,0.5403,0.5227,0.4159,0.5841,0.4246,0.2862,0.1466,0.3176,0.7871,0.2084,0.1147,0.0497,13.3649,87.3687,23.6968,11
Western Carolina,-0.5,200.0,24.25,60.125,0.4074,6.875,23.75,0.2891,13.25,19.5,0.6585,9.875,23.625,33.5,11.125,6.75,1.75,14.375,19.5,68.625,73.8862,93.3612,0.5,200.0,29.0,60.125,0.4841,10.75,27.75,0.3889,15.875,23.125,0.6621,8.25,25.5,33.75,16.0,8.375,3.5,11.375,17.375,84.625,74.2325,113.8775,17.375,36.375,0.4936,0.4656,0.3975,0.6025,0.3294,0.224,0.1936,0.2781,0.7407,0.1507,0.0908,0.0237,14.7772,114.3427,-20.9815,8
Western Illinois,-0.4286,200.0,22.1429,54.4286,0.4071,5.4286,16.7143,0.3169,13.1429,20.0,0.6586,8.0,18.5714,26.5714,5.8571,4.2857,1.7143,11.2857,17.4286,62.8571,67.2129,93.64,0.4286,199.8571,28.0,58.0,0.4903,9.8571,24.8571,0.3906,15.5714,20.4286,0.7803,9.7143,23.1429,32.8571,14.1429,6.1429,4.2857,8.2857,16.0,81.4286,66.2757,123.6186,16.7143,37.7143,0.4431,0.4573,0.3072,0.6928,0.3696,0.244,0.1666,0.2578,0.6778,0.0858,0.0634,0.0251,13.4426,121.9857,-28.3457,7
Western Kentucky,0.5,203.125,27.375,64.125,0.4262,6.125,20.5,0.2859,20.25,27.875,0.7255,10.75,25.75,36.5,12.375,8.125,2.75,11.125,20.0,81.125,77.7375,104.4038,-0.5,203.125,26.5,62.125,0.4278,9.875,27.5,0.3579,16.75,24.125,0.6746,8.25,25.875,34.125,16.5,5.375,6.375,13.25,21.125,79.625,78.5838,101.4938,21.25,43.625,0.4805,0.4741,0.3189,0.6811,0.4358,0.3176,0.1413,0.2942,0.7598,0.1586,0.1045,0.0337,15.2939,102.4477,1.956,8
Western Michigan,-0.1111,200.0,27.6667,59.8889,0.4639,7.1111,20.2222,0.3516,13.7778,17.6667,0.766,7.3333,26.1111,33.4444,14.0,4.2222,2.3333,12.7778,19.3333,76.2222,73.7233,103.5144,0.1111,200.0,25.7778,60.4444,0.4279,9.8889,28.7778,0.3507,16.1111,23.5556,0.6963,8.7778,21.6667,30.4444,14.6667,7.6667,4.1111,9.8889,17.3333,77.5556,72.7433,106.7867,20.5556,39.6667,0.5185,0.5247,0.3375,0.6625,0.3073,0.2409,0.1735,0.2516,0.7405,0.1906,0.057,0.0317,14.7447,105.2287,-1.7143,9
Wichita St.,0.1111,202.7778,26.6667,61.1111,0.4342,7.2222,21.1111,0.3283,15.8889,22.1111,0.7072,12.5556,24.6667,37.2222,11.2222,5.5556,3.7778,9.5556,18.2222,76.4444,68.6144,111.29,-0.1111,202.7778,23.4444,57.3333,0.4106,6.0,20.0,0.283,14.2222,20.0,0.6922,8.5556,20.3333,28.8889,11.1111,4.8889,2.4444,10.5556,17.3333,67.1111,68.8322,98.1744,19.4444,40.0,0.4852,0.4926,0.3439,0.6561,0.3657,0.2638,0.1386,0.3781,0.7433,0.1642,0.0811,0.0549,13.5523,98.5049,12.7851,9
William & Mary,-0.5556,199.8889,27.2222,57.1111,0.4802,9.0,26.8889,0.3346,17.8889,23.7778,0.7389,6.6667,24.4444,31.1111,18.6667,9.0,3.7778,15.4444,18.1111,81.3333,77.1833,105.6122,0.5556,200.0,27.4444,63.7778,0.4283,7.0,27.5556,0.2494,16.8889,24.3333,0.6902,11.8889,21.3333,33.2222,14.4444,9.6667,3.6667,15.2222,20.7778,78.7778,78.6689,99.9256,18.2222,30.2222,0.5973,0.5592,0.4686,0.5314,0.4215,0.3163,0.1998,0.2377,0.6765,0.242,0.1169,0.0489,15.4454,101.7993,3.8129,9
Winthrop,-0.2,202.5,29.0,65.4,0.4427,10.6,30.0,0.3528,17.1,22.7,0.7519,10.6,23.1,33.7,14.7,6.8,3.2,9.6,19.4,85.7,75.182,113.838,0.2,202.5,27.5,59.7,0.4609,9.1,25.4,0.3653,15.5,20.9,0.7452,8.3,23.3,31.6,13.0,4.9,3.6,12.6,20.3,79.6,73.927,107.905,18.4,35.4,0.5168,0.5233,0.4574,0.5426,0.3486,0.262,0.1275,0.3156,0.7358,0.1973,0.09,0.0425,14.8613,105.8473,7.9907,10
Wisconsin,0.6,200.0,28.4,64.2,0.4405,10.9,32.9,0.3275,17.4,21.7,0.824,10.4,24.4,34.8,15.9,7.4,3.4,9.9,17.5,85.1,74.008,115.102,-0.6,200.0,26.5,59.1,0.4475,8.3,23.5,0.3553,14.1,19.7,0.7273,6.9,23.8,30.7,13.1,5.7,3.4,11.5,19.6,75.4,73.056,103.264,17.5,31.3,0.5595,0.5249,0.5123,0.4877,0.3408,0.2738,0.1339,0.3074,0.7782,0.2159,0.0996,0.0464,14.8016,101.7992,13.3028,10
Wofford,-0.1111,200.0,23.5556,58.7778,0.4014,8.0,26.3333,0.3069,17.6667,24.2222,0.7192,10.2222,22.4444,32.6667,13.7778,6.0,3.6667,9.7778,16.8889,72.7778,69.8389,103.5044,0.1111,200.0,28.2222,61.4444,0.4604,7.5556,21.1111,0.3594,14.0,18.5556,0.7503,9.8889,24.6667,34.5556,13.7778,6.6667,4.2222,9.4444,18.2222,78.0,69.8144,111.49,15.5556,32.4444,0.4758,0.4712,0.4523,0.5477,0.4187,0.3048,0.1405,0.2895,0.6924,0.1959,0.0864,0.0524,13.9678,111.4972,-7.9928,9
Wright St.,-0.5,203.125,27.875,58.375,0.4831,8.0,22.75,0.3561,11.75,17.625,0.6578,7.125,20.5,27.625,13.0,8.875,4.375,11.625,19.125,75.5,71.2475,106.0988,0.5,203.125,25.75,56.5,0.4545,5.5,18.875,0.3038,15.0,21.25,0.6882,9.625,22.125,31.75,11.375,6.625,2.75,14.5,16.125,72.0,71.4688,100.5712,19.875,35.625,0.567,0.5512,0.3864,0.6136,0.316,0.211,0.1639,0.2497,0.6758,0.1819,0.1255,0.0621,14.0466,101.0824,5.0163,8
Wyoming,0.5556,200.0,30.8889,63.6667,0.4831,8.8889,24.6667,0.359,16.1111,23.3333,0.7119,10.8889,25.2222,36.1111,16.8889,8.7778,2.5556,11.1111,23.4444,86.7778,74.9711,115.8111,-0.5556,200.0,22.2222,53.4444,0.418,5.4444,19.7778,0.2707,21.4444,30.0,0.7157,8.1111,20.8889,29.0,8.0,6.2222,3.1111,13.5556,18.8889,71.3333,73.1367,97.6278,22.0,39.0,0.5549,0.5524,0.3878,0.6122,0.3698,0.2563,0.1488,0.3415,0.7621,0.2243,0.1169,0.0347,14.9942,95.2105,20.6006,9
Xavier,0.8,200.0,26.9,63.3,0.4211,10.4,28.3,0.3693,14.5,21.3,0.6868,8.8,24.7,33.5,18.5,7.3,3.6,8.8,16.7,78.7,73.417,107.097,-0.8,200.0,27.1,59.1,0.4633,6.0,19.3,0.3104,12.7,18.9,0.6749,7.0,26.9,33.9,16.9,5.0,4.6,12.3,17.8,72.9,73.378,99.63,16.5,35.0,0.4663,0.5033,0.4472,0.5528,0.3449,0.2367,0.1207,0.2443,0.779,0.2512,0.0996,0.0488,14.6834,99.3045,7.7925,10
Yale,0.0,200.0,28.9,56.8,0.5089,8.4,19.1,0.4386,18.9,23.4,0.8031,9.0,21.5,30.5,16.5,5.3,3.2,8.8,17.1,85.1,67.714,125.696,0.0,200.0,26.2,56.7,0.463,8.4,23.6,0.35,13.1,19.1,0.6824,8.5,18.2,26.7,12.1,5.3,3.4,10.8,20.3,73.9,68.074,108.919,20.5,37.7,0.5413,0.5827,0.3368,0.6632,0.4182,0.3388,0.1288,0.3308,0.7188,0.2431,0.0775,0.0465,13.5428,109.861,15.835,10
Youngstown St.,-0.3333,200.0,26.3333,57.0,0.4627,10.0,28.2222,0.352,11.4444,16.6667,0.6738,8.7778,20.7778,29.5556,13.4444,7.2222,3.1111,14.1111,19.3333,74.1111,70.25,105.2767,0.3333,200.0,25.6667,57.0,0.4516,4.6667,17.0,0.2863,15.8889,21.7778,0.7373,10.3333,21.7778,32.1111,11.4444,7.7778,2.5556,13.0,16.0,71.8889,70.0122,102.5633,16.3333,28.7778,0.5744,0.5503,0.4942,0.5058,0.295,0.2026,0.2007,0.2932,0.664,0.1899,0.1028,0.0448,14.05,102.3204,2.9563,9
