team,location_value,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff,location_value_opp,mp_opp,fg_opp,fga_opp,fg_pct_opp,fg3_opp,fg3a_opp,fg3_pct_opp,ft_opp,fta_opp,ft_pct_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,possessions_opp,raw_off_eff_opp,fg2,fg2a,fg2_pct,efg,rate_3pa,rate_2pa,ft_rate,ftm_rate,tov_rate,orb_rate,drb_rate,ast_rate,stl_rate,blk_rate,pace,def_eff,net_eff,games_played
Portland,0.5,203.125,28.125,56.375,0.4994,5.875,18.625,0.3289,15.375,21.25,0.7209,7.0,25.375,32.375,18.0,6.125,3.25,15.625,18.375,77.5,75.095,103.0762,-0.5,203.125,27.875,63.625,0.4359,10.125,30.75,0.3276,14.625,19.25,0.7538,9.5,20.875,30.375,17.375,7.875,2.625,12.125,18.125,80.5,75.395,107.2362,22.25,37.75,0.5851,0.5512,0.3255,0.6745,0.3927,0.2833,0.2088,0.2459,0.7291,0.2375,0.0808,0.0437,14.7951,107.81,-4.7337,8
Portland St.,-0.3333,200.0,26.1667,57.8333,0.454,7.6667,21.8333,0.3555,13.6667,20.3333,0.6708,9.0,22.3333,31.3333,14.8333,6.0,3.8333,14.1667,22.0,73.6667,72.6583,100.8533,0.3333,200.0,24.1667,56.0,0.4313,6.3333,19.5,0.323,19.1667,25.0,0.7783,8.8333,22.1667,31.0,12.8333,7.1667,3.0,13.5,18.6667,73.8333,72.5433,102.055,18.5,36.0,0.5278,0.5201,0.3818,0.6182,0.3559,0.2378,0.1937,0.2815,0.7172,0.2043,0.0817,0.0545,14.5317,101.3119,-0.4586,6
Prairie View A&M,-0.6667,200.0,23.5,61.5,0.3822,5.5,19.0,0.2753,18.1667,24.0,0.7535,7.5,19.3333,26.8333,8.8333,8.1667,4.0,11.5,21.0,70.6667,76.8983,92.0133,0.6667,200.0,28.3333,57.0,0.4987,8.5,21.8333,0.3815,20.3333,28.5,0.7098,10.5,28.5,39.0,16.5,6.8333,3.8333,15.0,19.6667,85.5,75.0383,113.555,18.0,42.5,0.4226,0.4258,0.3052,0.6948,0.3947,0.3001,0.1495,0.1992,0.6497,0.1143,0.1068,0.0521,15.3797,110.792,-18.7787,6
Presbyterian,-0.2,200.0,22.2,52.7,0.4229,4.9,17.5,0.2717,12.4,19.0,0.6473,10.5,21.7,32.2,12.0,5.5,3.9,12.4,16.6,61.7,63.623,97.598,0.2,200.0,23.3,54.3,0.4324,6.6,20.3,0.3319,14.3,20.6,0.6799,9.0,18.5,27.5,11.7,6.0,3.2,9.4,15.7,67.5,64.484,104.195,17.3,35.2,0.4987,0.4706,0.3363,0.6637,0.3639,0.239,0.193,0.3623,0.7107,0.1897,0.0858,0.0631,12.7246,105.6574,-8.0594,10
Princeton,-0.1667,200.0,22.1667,55.5833,0.4026,8.6667,26.9167,0.3229,12.9167,18.9167,0.6572,7.9167,23.0,30.9167,12.5,4.6667,1.5,12.1667,17.4167,65.9167,68.82,96.3417,0.1667,200.0,25.3333,54.0,0.4692,7.0833,23.0,0.293,16.4167,22.25,0.7419,6.25,25.75,32.0,12.8333,7.6667,3.5,9.75,16.9167,74.1667,68.0675,108.3967,13.5,28.6667,0.4823,0.4815,0.4842,0.5158,0.3505,0.2395,0.1752,0.2305,0.7911,0.1826,0.0678,0.0213,13.764,107.3121,-10.9704,12
Providence,0.0909,202.2727,31.5455,64.6364,0.4906,9.7273,27.1818,0.3597,17.1818,21.7273,0.7922,8.9091,27.5455,36.4545,16.9091,7.5455,5.0909,11.0,18.4545,90.0,77.0473,117.4727,-0.0909,202.2727,28.4545,66.8182,0.4236,10.5455,27.9091,0.3785,14.6364,19.5455,0.7495,10.0,23.0,33.0,15.7273,6.5455,2.4545,11.3636,19.4545,82.0909,77.4664,105.3827,21.8182,37.4545,0.5887,0.567,0.4209,0.5791,0.3372,0.2657,0.1429,0.2845,0.7347,0.2251,0.1001,0.0668,15.2198,105.9224,11.5503,11
Purdue,0.6,200.0,31.3,62.3,0.5024,9.6,23.8,0.4083,13.0,17.7,0.7294,12.7,25.7,38.4,20.4,5.2,3.8,9.7,13.9,85.2,67.705,125.59,-0.6,200.0,25.4,61.7,0.4132,8.7,27.7,0.3176,8.4,12.3,0.671,8.9,17.6,26.5,13.7,5.4,2.7,9.7,16.6,67.9,68.343,99.055,21.7,38.5,0.5612,0.5791,0.3805,0.6195,0.285,0.2089,0.1437,0.4183,0.7463,0.3012,0.0764,0.0558,13.541,100.1114,25.4786,10
Purdue Fort Wayne,-0.3333,200.0,27.7778,61.6667,0.4552,8.8889,27.2222,0.3374,12.0,16.2222,0.7509,7.0,18.5556,25.5556,14.1111,9.5556,3.7778,11.2222,16.6667,76.4444,73.5944,104.1767,0.3333,200.0,30.1111,59.5556,0.5107,11.0,27.5556,0.4019,13.5556,17.4444,0.7729,8.5556,25.8889,34.4444,17.5556,5.4444,3.0,14.4444,15.6667,84.7778,73.73,115.2489,18.8889,34.4444,0.5505,0.5275,0.436,0.564,0.268,0.1986,0.1528,0.218,0.6924,0.1914,0.1301,0.0517,14.7189,115.1275,-10.9509,9
Queens,-0.25,203.125,29.375,61.25,0.4832,10.875,28.875,0.3798,13.625,17.75,0.7737,9.375,22.875,32.25,16.25,4.5,2.875,11.5,20.5,83.25,71.8075,116.7612,0.25,203.125,29.625,64.0,0.4659,8.375,25.75,0.3154,17.125,24.25,0.7156,11.25,21.25,32.5,14.25,6.75,3.0,8.625,16.5,84.75,72.8938,117.7238,18.5,32.375,0.5729,0.5724,0.4694,0.5306,0.2893,0.2227,0.1582,0.2959,0.6642,0.2299,0.0606,0.0398,14.1259,119.4696,-2.7084,8
Quinnipiac,-0.1111,200.0,27.7778,63.4444,0.441,7.6667,21.0,0.3733,13.0,18.0,0.7134,10.3333,22.7778,33.1111,13.2222,8.6667,5.3333,11.8889,17.7778,76.2222,73.55,104.1867,0.1111,200.0,28.2222,64.0,0.4387,7.1111,21.2222,0.3481,12.3333,18.6667,0.6407,12.2222,23.4444,35.6667,14.8889,6.8889,4.7778,12.2222,15.2222,75.8889,72.8667,103.0011,20.1111,42.4444,0.4754,0.5038,0.3334,0.6666,0.2985,0.216,0.1594,0.3034,0.6443,0.1816,0.1187,0.0724,14.71,102.4067,1.78,9
Radford,0.3333,200.0,24.1111,61.6667,0.3941,8.5556,29.2222,0.2896,16.7778,24.0,0.7096,9.2222,21.2222,30.4444,11.0,7.0,3.4444,11.6667,22.2222,73.5556,75.5122,98.5633,-0.3333,200.0,27.1111,59.3333,0.4582,8.4444,23.6667,0.3644,19.3333,27.6667,0.7054,9.3333,27.7778,37.1111,15.5556,6.5556,2.6667,12.6667,20.4444,82.0,75.8089,108.1811,15.5556,32.4444,0.4814,0.4642,0.4735,0.5265,0.3941,0.2754,0.1541,0.2502,0.6907,0.149,0.0918,0.0468,15.1024,108.9328,-10.3695,9
Rhode Island,0.0909,200.0,25.6364,54.1818,0.4712,7.0909,22.3636,0.3065,17.0909,23.0,0.7308,9.0,21.6364,30.6364,11.7273,9.8182,3.3636,12.9091,17.9091,75.4545,69.0164,109.1464,-0.0909,200.0,23.0909,54.7273,0.4246,7.4545,22.6364,0.3283,14.8182,21.1818,0.6966,10.0,19.0,29.0,12.1818,7.9091,2.7273,13.6364,19.7273,68.4545,68.4245,100.3309,18.5455,31.8182,0.5838,0.5362,0.4148,0.5852,0.4348,0.324,0.1876,0.3194,0.6825,0.169,0.1412,0.0491,13.8033,99.4137,9.7327,11
Rice,0.1111,205.5556,23.7778,58.6667,0.4071,8.6667,23.6667,0.375,15.7778,23.1111,0.7043,10.4444,22.3333,32.7778,11.2222,7.0,4.1111,12.5556,19.6667,72.0,71.7556,101.3089,-0.1111,205.5556,26.5556,59.3333,0.4474,6.8889,20.5556,0.3357,17.1111,23.6667,0.7113,9.5556,23.2222,32.7778,14.4444,7.7778,4.3333,11.6667,19.4444,77.1111,72.6856,106.0889,15.1111,35.0,0.4359,0.4815,0.4028,0.5972,0.3938,0.2706,0.1743,0.313,0.7063,0.157,0.0983,0.0586,13.9399,107.4671,-6.1582,9
Richmond,0.25,200.0,28.125,59.25,0.475,9.25,24.5,0.3731,19.375,26.625,0.7306,9.375,27.375,36.75,15.875,7.0,2.5,10.625,18.75,84.875,73.1475,115.8762,-0.25,200.0,24.375,58.0,0.4216,8.625,29.125,0.2904,14.0,21.625,0.6269,8.0,22.125,30.125,10.875,5.125,3.25,12.0,19.625,71.375,72.2688,98.7125,18.875,34.75,0.5429,0.5535,0.4167,0.5833,0.4634,0.3365,0.1454,0.277,0.774,0.2169,0.0964,0.0337,14.6295,97.5518,18.3245,8
Rider,-0.5,200.0,19.375,56.375,0.3449,4.25,15.75,0.2758,12.375,17.375,0.6939,10.875,23.125,34.0,7.0,5.25,3.875,14.0,17.0,55.375,67.7538,81.7175,0.5,200.0,28.375,61.875,0.4578,8.25,24.375,0.3455,12.125,19.25,0.6744,11.375,24.5,35.875,15.375,9.375,5.25,8.625,15.75,77.125,68.27,112.585,15.125,40.625,0.3717,0.3823,0.2783,0.7217,0.3103,0.2178,0.2071,0.3062,0.6827,0.1031,0.0781,0.058,13.5508,113.2325,-31.515,8
Robert Morris,-0.3333,205.5556,27.6667,61.3333,0.453,8.4444,24.2222,0.3416,9.7778,14.4444,0.6691,11.8889,22.4444,34.3333,16.1111,6.1111,2.6667,12.4444,21.8889,73.5556,68.75,107.64,0.3333,205.5556,23.6667,55.4444,0.4331,6.0,19.6667,0.3124,20.8889,28.0,0.7409,10.2222,20.0,30.2222,12.6667,6.8889,4.2222,10.6667,16.4444,74.2222,69.1878,107.0833,19.2222,37.1111,0.5178,0.5236,0.399,0.601,0.2448,0.1642,0.1795,0.3785,0.6876,0.2371,0.0888,0.0391,13.3856,107.9636,-0.3236,9
Rutgers,0.6,200.0,23.7,56.9,0.4175,6.7,19.5,0.339,15.8,22.6,0.6915,10.2,22.3,32.5,11.3,5.5,3.6,11.1,16.1,69.9,68.536,101.913,-0.6,200.0,26.3,60.3,0.4389,8.8,23.5,0.3718,10.9,15.2,0.7074,8.9,21.9,30.8,14.5,6.2,3.3,10.7,19.2,72.3,69.32,104.376,17.0,37.4,0.4485,0.4775,0.3448,0.6552,0.4034,0.2822,0.1622,0.318,0.7078,0.1654,0.0809,0.0526,13.7072,105.4895,-3.5765,10
SIUE,-0.25,200.0,25.375,60.375,0.4209,6.375,20.75,0.3118,12.0,18.625,0.6514,9.25,24.125,33.375,11.625,7.0,4.125,10.125,17.0,69.125,70.0962,98.71,0.25,200.0,23.25,59.0,0.4012,9.0,28.125,0.3251,15.5,20.0,0.7734,9.625,24.0,33.625,11.75,6.5,4.375,10.25,16.375,71.0,69.125,102.84,19.0,39.625,0.4827,0.4737,0.3436,0.6564,0.3112,0.2009,0.1441,0.2775,0.7177,0.1669,0.0996,0.0589,14.0192,101.6304,-2.9204,8
SMU,0.6,205.0,31.3,64.4,0.4857,6.7,20.5,0.3203,20.5,26.3,0.7668,10.3,26.9,37.2,18.1,8.8,3.8,11.3,17.5,89.8,77.891,114.967,-0.6,205.0,26.0,64.5,0.4054,8.0,28.2,0.2873,16.0,22.3,0.7172,10.3,22.8,33.1,15.2,6.7,3.2,14.1,21.7,76.0,78.892,97.131,24.6,43.9,0.5629,0.5379,0.3205,0.6795,0.4237,0.331,0.1456,0.3104,0.7198,0.231,0.1112,0.0483,15.2177,97.8881,17.0789,10
Sacramento St.,-0.4286,200.0,22.1429,59.5714,0.3746,5.8571,21.1429,0.2733,18.5714,24.4286,0.7713,10.4286,21.1429,31.5714,11.5714,6.4286,3.1429,12.7143,19.1429,68.7143,73.46,93.3157,0.4286,200.0,29.0,61.1429,0.4731,8.5714,26.5714,0.3114,16.1429,23.0,0.6939,10.4286,26.4286,36.8571,17.1429,9.0,3.1429,12.1429,20.4286,82.7143,73.7843,111.5543,16.2857,38.4286,0.4234,0.4223,0.3499,0.6501,0.4149,0.3125,0.1745,0.2815,0.6655,0.1581,0.0874,0.044,14.692,112.0955,-18.7798,7
Sacred Heart,-0.5,203.125,24.5,59.125,0.4128,11.625,31.875,0.3634,14.875,18.875,0.7825,9.125,18.75,27.875,13.875,7.625,2.125,13.75,16.75,75.5,72.7138,103.7025,0.5,203.125,30.5,60.25,0.5055,11.0,28.75,0.3829,14.5,20.25,0.7289,9.0,23.5,32.5,19.0,8.25,2.75,12.0,17.0,86.5,72.8688,118.5938,12.875,27.25,0.4735,0.511,0.5403,0.4597,0.3213,0.2519,0.189,0.2783,0.6765,0.1932,0.1063,0.0293,14.3084,118.8305,-15.128,8
Saint Francis,-0.75,200.0,23.625,61.125,0.3866,7.0,22.875,0.312,9.25,12.5,0.743,7.625,20.125,27.75,12.25,8.0,1.75,15.25,18.25,63.5,74.6862,85.0288,0.75,200.0,32.125,61.875,0.5185,10.875,29.125,0.3682,13.875,20.375,0.6778,10.0,26.75,36.75,20.0,8.0,5.25,13.25,15.125,89.0,74.8025,118.7738,16.625,38.25,0.4343,0.4441,0.3757,0.6243,0.2062,0.1527,0.2045,0.2165,0.6738,0.163,0.1079,0.0236,14.9372,118.9088,-33.88,8
Saint Joseph's,-0.1111,200.0,24.5556,60.6667,0.4062,7.4444,27.2222,0.2691,16.6667,21.2222,0.7858,11.0,24.7778,35.7778,15.1111,5.7778,4.6667,11.5556,17.6667,73.2222,71.3033,103.0789,0.1111,200.0,27.1111,62.0,0.4367,7.2222,21.5556,0.3346,14.1111,21.4444,0.6453,10.5556,23.6667,34.2222,13.5556,7.2222,4.4444,10.2222,16.8889,75.5556,71.8522,104.5611,17.1111,33.4444,0.5254,0.4683,0.4517,0.5483,0.3563,0.2807,0.1625,0.3159,0.7112,0.2116,0.0822,0.0649,14.2607,105.4096,-2.3307,9
Saint Louis,0.7778,200.0,31.7778,62.6667,0.507,9.6667,27.2222,0.3551,18.3333,22.5556,0.8091,11.3333,29.4444,40.7778,17.6667,7.8889,2.6667,14.0,18.5556,91.5556,76.0467,120.2733,-0.7778,200.0,22.8889,61.5556,0.3734,6.7778,24.1111,0.2831,17.0,23.2222,0.7342,8.8889,18.0,26.8889,11.7778,8.0,3.3333,12.3333,17.8889,69.5556,76.03,91.6044,22.1111,35.4444,0.6245,0.5843,0.4344,0.5656,0.3637,0.2954,0.1823,0.3904,0.7689,0.2337,0.1033,0.0345,15.2093,91.6047,28.6686,9
Saint Mary's,0.1111,200.0,26.7778,56.0,0.4812,7.2222,18.6667,0.3776,18.5556,22.8889,0.8048,11.2222,26.3333,37.5556,14.4444,5.2222,3.6667,11.5556,16.3333,79.3333,67.2067,118.2211,-0.1111,200.0,23.7778,61.1111,0.3916,6.6667,22.6667,0.2977,11.6667,15.4444,0.7377,8.0,18.2222,26.2222,12.3333,6.5556,3.1111,9.6667,19.1111,65.8889,70.1144,93.6689,19.5556,37.3333,0.529,0.5463,0.3351,0.6649,0.4173,0.3405,0.1722,0.3721,0.7752,0.2152,0.0779,0.0547,13.4413,97.7504,20.4707,9
Saint Peter's,0.25,200.0,22.75,59.625,0.3808,7.875,26.0,0.3002,14.5,17.875,0.8282,10.875,18.375,29.25,11.625,10.625,2.625,9.625,20.875,67.875,66.8675,101.2762,-0.25,200.0,22.625,50.125,0.4502,7.375,20.0,0.3436,18.875,26.25,0.7169,10.5,23.0,33.5,14.0,5.625,4.0,14.25,16.875,71.5,66.3438,107.7325,14.875,33.625,0.4397,0.4463,0.435,0.565,0.306,0.2474,0.1442,0.3211,0.639,0.1721,0.1572,0.0381,13.3735,106.706,-5.4297,8
Sam Houston St.,-0.7143,200.0,28.5714,63.7143,0.4484,9.0,24.8571,0.3523,16.2857,20.8571,0.7736,11.2857,21.5714,32.8571,13.5714,7.8571,3.4286,11.7143,22.4286,82.4286,74.0486,112.0243,0.7143,200.4286,26.4286,59.1429,0.448,7.8571,26.5714,0.291,20.0,29.5714,0.648,10.8571,20.4286,31.2857,13.2857,5.8571,2.2857,13.1429,18.0,80.7143,75.4729,107.2871,19.5714,38.8571,0.506,0.5178,0.389,0.611,0.3423,0.2687,0.1575,0.3661,0.6672,0.185,0.1062,0.0457,14.8097,109.1984,2.8259,7
Samford,-0.4545,204.5455,24.5455,60.3636,0.4107,8.5455,27.8182,0.2991,16.2727,24.4545,0.6654,8.2727,23.4545,31.7273,12.6364,4.6364,2.8182,9.6364,16.2727,73.9091,73.3445,100.82,0.4545,204.8182,29.0,62.2727,0.469,8.4545,21.8182,0.4107,14.0909,19.1818,0.7402,9.2727,27.3636,36.6364,14.0,6.1818,3.7273,10.0,20.7273,80.5455,72.11,112.1409,16.0,32.5455,0.4996,0.4814,0.4595,0.5405,0.422,0.281,0.1306,0.2335,0.728,0.1723,0.0632,0.0381,14.3488,109.9884,-9.1684,11
San Diego,0.25,200.0,25.25,59.625,0.4271,8.125,26.5,0.3111,13.625,17.125,0.7657,8.5,17.375,25.875,14.25,7.875,3.875,12.25,19.875,72.25,71.51,101.365,-0.25,200.0,27.0,55.875,0.487,7.375,20.0,0.369,17.375,25.0,0.6768,10.875,23.0,33.875,13.375,7.375,3.375,14.0,16.625,78.75,70.8762,111.2775,17.125,33.125,0.516,0.4953,0.4429,0.5571,0.2894,0.2311,0.1715,0.2707,0.6149,0.1998,0.109,0.0543,14.302,110.3449,-8.9799,8
San Diego St.,0.5,206.25,28.125,59.0,0.4808,8.5,21.0,0.4005,17.125,22.5,0.7811,9.25,22.5,31.75,15.875,8.375,4.625,13.5,19.875,81.875,73.9388,110.9875,-0.5,206.25,25.5,59.5,0.4274,10.0,28.125,0.3521,15.5,21.375,0.6885,9.75,20.5,30.25,14.875,8.125,2.25,14.5,17.875,76.5,74.4025,102.18,19.625,38.0,0.5243,0.5527,0.3556,0.6444,0.3732,0.2848,0.1819,0.3085,0.7008,0.2179,0.1157,0.0625,14.3288,102.6057,8.3818,8
San Francisco,0.1111,200.0,24.1111,54.6667,0.4436,9.4444,26.1111,0.3686,14.3333,20.7778,0.674,9.0,24.6667,33.6667,14.1111,4.7778,4.1111,11.7778,17.8889,72.0,67.3156,107.5344,-0.1111,200.0,25.1111,61.2222,0.4109,7.2222,21.6667,0.3476,12.1111,18.5556,0.6396,9.6667,19.3333,29.0,13.2222,6.1111,2.6667,8.8889,18.2222,69.5556,69.2578,100.7056,14.6667,28.5556,0.5191,0.5308,0.4787,0.5213,0.3913,0.2714,0.1732,0.3231,0.7183,0.2118,0.0704,0.0618,13.4631,103.3292,4.2052,9
San Jose St.,0.1111,202.7778,25.0,57.1111,0.4428,7.0,20.2222,0.347,14.2222,20.0,0.7062,10.1111,19.5556,29.6667,10.0,6.3333,1.6667,11.5556,16.2222,71.2222,68.0578,104.4144,-0.1111,202.7778,27.4444,58.6667,0.4731,8.3333,24.2222,0.3533,11.2222,15.7778,0.7142,10.1111,20.8889,31.0,16.5556,6.6667,3.1111,11.8889,16.8889,74.4444,67.9411,109.8278,18.0,36.8889,0.4951,0.5042,0.3551,0.6449,0.3592,0.2568,0.1685,0.3348,0.6591,0.1472,0.0937,0.0243,13.4293,109.4071,-4.9927,9
Santa Clara,0.1111,200.0,29.7778,65.8889,0.455,9.3333,29.5556,0.3246,11.6667,17.2222,0.6773,13.4444,20.3333,33.7778,18.2222,8.1111,5.5556,11.2222,20.4444,80.5556,71.8478,112.2189,-0.1111,200.0,23.5556,54.3333,0.4271,6.2222,20.4444,0.2973,17.7778,22.8889,0.789,8.8889,19.8889,28.7778,14.5556,7.2222,3.1111,13.3333,16.3333,71.1111,69.6511,101.6956,20.4444,36.3333,0.5646,0.5269,0.4467,0.5533,0.2629,0.179,0.1557,0.3933,0.6923,0.253,0.1126,0.0774,14.3696,98.9586,13.2603,9
Seattle,0.5,200.0,28.125,53.625,0.5265,8.0,19.375,0.412,13.375,20.0,0.6562,6.375,21.25,27.625,14.25,8.25,5.125,12.625,17.5,77.625,69.3738,112.395,-0.5,200.0,23.75,56.625,0.4211,6.875,21.75,0.3066,14.375,19.25,0.7384,9.0,20.125,29.125,10.875,7.25,2.5,15.125,18.5,68.75,71.895,96.0338,20.125,34.25,0.5881,0.6008,0.3585,0.6415,0.3759,0.253,0.1803,0.2341,0.6904,0.2081,0.1208,0.0725,13.8748,99.6327,12.7623,8
Seton Hall,0.2,200.0,26.6,58.5,0.4598,6.3,18.5,0.3427,16.6,21.7,0.7651,10.0,22.8,32.8,15.0,10.7,6.6,9.4,19.2,76.1,68.207,112.116,-0.2,200.0,20.0,51.3,0.3904,7.1,21.6,0.3425,14.8,21.5,0.6802,8.6,21.3,29.9,10.9,5.6,3.4,15.3,18.4,61.9,68.212,90.461,20.3,40.0,0.5114,0.5143,0.3166,0.6834,0.3788,0.2913,0.1382,0.3096,0.7276,0.2225,0.1575,0.097,13.6414,90.5877,21.5283,10
Siena,0.0909,200.0,25.5455,54.7273,0.4665,4.9091,16.9091,0.2695,14.4545,20.5455,0.716,9.0909,21.9091,31.0,13.3636,7.7273,3.1818,10.5455,13.5455,70.4545,65.9409,107.0173,-0.0909,200.0,23.0909,53.2727,0.4365,5.0,17.2727,0.3032,10.1818,14.9091,0.6799,7.5455,19.3636,26.9091,9.2727,6.7273,3.9091,13.1818,17.0909,61.3636,65.99,93.4118,20.6364,37.8182,0.5499,0.5105,0.3072,0.6928,0.3882,0.2713,0.1591,0.3115,0.747,0.2035,0.1164,0.0485,13.1882,93.2754,13.7419,11
South Alabama,-0.3333,200.0,25.7778,55.5556,0.4647,6.4444,18.7778,0.3411,15.0,22.5556,0.6452,7.6667,24.4444,32.1111,12.4444,7.1111,2.2222,8.3333,12.3333,73.0,66.9367,109.2278,0.3333,200.0,25.5556,63.5556,0.406,12.3333,38.6667,0.3229,7.5556,10.6667,0.7086,10.7778,22.6667,33.4444,18.5556,5.8889,4.2222,10.4444,17.2222,71.0,68.2889,104.1756,19.3333,36.7778,0.5221,0.5221,0.3349,0.6651,0.4224,0.2824,0.1231,0.2496,0.7,0.1856,0.1067,0.033,13.3873,106.3826,2.8452,9
South Carolina,1.0,205.5556,27.6667,60.1111,0.4616,9.6667,29.4444,0.3223,16.1111,21.2222,0.7626,8.3333,24.7778,33.1111,15.8889,5.0,2.2222,9.1111,18.0,81.1111,70.9678,114.7589,-1.0,205.5556,25.5556,60.2222,0.425,5.0,18.1111,0.2796,13.5556,20.3333,0.6741,8.3333,22.1111,30.4444,12.6667,5.5556,2.2222,9.5556,18.4444,69.6667,71.1022,97.8767,18.0,30.6667,0.5832,0.5418,0.4881,0.5119,0.3533,0.2685,0.1277,0.2858,0.7488,0.2243,0.0701,0.0313,13.8102,98.0004,16.7585,9
South Carolina St.,-0.8,200.0,21.6,58.9,0.3649,5.8,18.9,0.3141,14.5,23.0,0.6477,10.0,17.8,27.8,9.7,6.9,3.2,14.8,22.4,63.5,74.627,85.458,0.8,200.0,29.4,59.9,0.4881,8.5,25.2,0.3318,20.9,28.4,0.7549,11.4,25.7,37.1,18.1,8.2,4.3,11.8,19.6,88.2,73.788,119.641,15.8,40.0,0.3929,0.4136,0.32,0.68,0.3939,0.2471,0.1959,0.2755,0.6116,0.1301,0.0924,0.0424,14.9254,118.2797,-32.8217,10
South Dakota,0.2,205.0,26.5,61.2,0.4337,5.6,18.9,0.2788,20.8,28.5,0.7148,11.1,20.9,32.0,9.7,6.9,3.0,13.8,18.3,79.4,77.437,102.752,-0.2,205.0,30.8,61.2,0.5034,5.8,17.5,0.3351,16.9,22.4,0.7607,9.0,23.1,32.1,15.4,7.7,4.0,13.1,21.5,84.3,75.938,111.211,20.9,42.3,0.4939,0.4798,0.3094,0.6906,0.4764,0.3486,0.1772,0.3254,0.6942,0.1265,0.0891,0.0387,15.1286,109.2545,-6.5025,10
South Dakota St.,-0.1111,200.0,24.6667,56.6667,0.4344,7.1111,23.0,0.3106,14.1111,19.7778,0.7044,9.4444,24.6667,34.1111,13.1111,6.1111,1.7778,12.5556,18.6667,70.5556,69.1733,102.0467,0.1111,200.0,22.7778,55.2222,0.4123,8.0,27.0,0.2944,15.4444,21.8889,0.7059,6.7778,22.6667,29.4444,12.8889,8.0,3.6667,11.6667,18.5556,69.0,70.51,98.1544,17.5556,33.6667,0.5287,0.4966,0.4056,0.5944,0.3495,0.2494,0.182,0.3003,0.7841,0.1899,0.0874,0.0266,13.8347,100.0608,1.9859,9
South Florida,0.0,202.5,28.8,66.0,0.4388,9.1,29.2,0.3064,21.9,29.5,0.7269,12.4,24.1,36.5,16.3,10.0,4.7,11.5,22.4,88.6,79.113,112.15,0.0,202.5,26.4,60.5,0.4388,8.4,23.6,0.3545,18.4,26.6,0.6855,9.4,22.6,32.0,14.0,6.7,5.1,15.9,21.1,79.6,79.635,99.706,19.7,36.8,0.5477,0.5085,0.4422,0.5578,0.4609,0.3431,0.1451,0.356,0.7259,0.2066,0.1265,0.0602,15.6063,100.4736,11.6764,10
Southeast Missouri,-0.5,200.0,27.875,62.625,0.4468,6.25,22.375,0.2804,13.0,18.625,0.6749,8.875,20.375,29.25,11.25,5.875,2.5,12.25,22.0,75.0,74.8462,100.54,0.5,200.0,27.5,53.875,0.5136,7.625,20.5,0.3792,21.0,27.75,0.7584,7.625,25.125,32.75,12.75,7.75,3.0,14.125,18.25,83.625,73.5575,113.8875,21.625,40.25,0.5417,0.497,0.3563,0.6437,0.3037,0.2107,0.1639,0.2671,0.7417,0.1515,0.0782,0.0338,14.9692,112.1589,-11.6189,8
Southeastern Louisiana,-0.75,200.0,21.125,54.125,0.3939,5.625,23.5,0.2562,15.625,22.25,0.7064,7.75,20.25,28.0,11.625,8.5,1.875,11.75,21.25,63.5,68.6938,92.5087,0.75,200.0,23.375,49.25,0.4751,6.0,17.75,0.3391,18.5,25.125,0.7234,7.25,25.75,33.0,11.875,6.375,3.0,13.5,18.375,71.25,67.435,105.8388,15.5,30.625,0.5088,0.447,0.4324,0.5676,0.4244,0.2952,0.1712,0.2293,0.7332,0.169,0.1217,0.0271,13.7388,103.7438,-11.2351,8
Southern,-1.0,207.1429,27.7143,64.2857,0.4311,8.0,20.8571,0.389,14.4286,22.5714,0.6396,9.8571,21.1429,31.0,12.2857,8.2857,3.4286,14.4286,22.1429,77.8571,79.58,97.8271,1.0,207.1429,29.8571,61.5714,0.488,9.0,23.0,0.3933,23.0,29.4286,0.7794,10.5714,25.8571,36.4286,16.1429,8.0,4.5714,13.2857,19.8571,91.7143,78.2643,117.5657,19.7143,43.4286,0.4574,0.4934,0.3246,0.6754,0.3478,0.2231,0.1812,0.2763,0.6648,0.1563,0.1045,0.0427,15.378,115.3303,-17.5031,7
Southern Illinois,-0.1111,202.7778,30.3333,60.8889,0.5011,4.6667,16.4444,0.284,14.6667,21.5556,0.6969,9.7778,24.8889,34.6667,15.1111,7.8889,3.4444,11.7778,17.2222,80.0,73.1267,109.3144,0.1111,202.7778,26.3333,63.0,0.4207,8.7778,27.0,0.3267,13.3333,18.7778,0.696,10.0,20.2222,30.2222,14.2222,7.8889,2.6667,12.5556,17.7778,74.7778,74.4744,100.0789,25.6667,44.4444,0.5798,0.5399,0.2706,0.7294,0.3613,0.2443,0.1622,0.3306,0.7217,0.2066,0.1088,0.0472,14.4333,101.9462,7.3682,9
