team,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,possessions,raw_off_eff,efg,tov_rate,orb_rate,ft_rate,games_played
Marist,200.0,26.142857142857142,59.0,0.4428571428571429,6.714285714285714,22.428571428571427,0.303,10.857142857142858,14.571428571428571,0.7631428571428572,9.142857142857142,25.571428571428573,34.714285714285715,15.428571428571429,8.0,3.5714285714285716,12.714285714285714,18.428571428571427,69.85714285714286,69.49285714285715,100.41,0.4992801969272557,0.1838685956676923,0.2580505917393917,0.2653370953870399,7
Marquette,205.0,27.3,64.2,0.4264,8.4,27.0,0.3088,17.9,24.9,0.7094,11.6,23.6,35.2,15.7,9.9,2.6,11.5,18.3,80.9,75.92699999999999,107.08099999999999,0.49083079630211157,0.14981252039550494,0.32780309489704434,0.4022954327682893,10
Marshall,200.0,28.0,60.7,0.4606,10.1,27.8,0.3569,13.7,18.0,0.7691,9.1,25.8,34.9,17.1,5.8,5.3,13.7,22.2,79.8,73.849,108.26200000000001,0.5443531871799792,0.18358307699323978,0.26107089256189175,0.2971781472865419,10
Maryland,202.5,23.4,57.6,0.40599999999999997,7.6,24.6,0.304,22.7,30.1,0.75,10.7,22.9,33.6,11.3,6.5,2.3,13.5,17.4,77.1,74.699,103.09100000000001,0.4721683488101111,0.18225264891889034,0.31764221608107485,0.5394183769619421,10
Maryland-Baltimore County,203.125,26.25,56.0,0.469375,7.875,23.125,0.3395,12.0,16.5,0.75575,7.125,22.5,29.625,13.75,4.0,3.125,13.0,13.75,72.375,69.7125,104.25125,0.5398651075845622,0.1849837818619512,0.24332166988416987,0.3015028593041525,8
Maryland-Eastern Shore,206.8181818181818,22.181818181818183,54.0,0.41445454545454546,5.181818181818182,18.454545454545453,0.283,7.090909090909091,11.272727272727273,0.6458181818181818,8.363636363636363,21.0,29.363636363636363,12.272727272727273,5.090909090909091,2.727272727272727,15.454545454545455,16.90909090909091,56.63636363636363,66.44454545454545,86.10181818181819,0.461577953960375,0.22868874041040926,0.27366075323963024,0.20682074769112113,11
Massachusetts,200.0,28.2,61.1,0.4609,6.9,20.9,0.3343,14.7,22.9,0.6374,10.2,22.8,33.0,17.2,7.0,2.3,13.8,21.2,78.0,75.578,103.43900000000001,0.5177341818428722,0.18125369656403328,0.3018869313960058,0.3808890776211431,10
Massachusetts-Lowell,200.0,23.125,54.5,0.422375,5.0,17.375,0.2945,16.125,24.75,0.652625,8.5,20.25,28.75,12.625,5.125,2.25,15.0,16.5,67.375,72.75874999999999,93.19375,0.46692935774724187,0.20412280331748778,0.2984894296807164,0.46849564497139173,8
McNeese State,200.0,27.0,58.375,0.46475,5.75,18.5,0.3095,17.375,22.875,0.75175,10.5,19.0,29.5,12.875,11.125,4.5,9.625,20.875,77.125,68.3675,112.98125,0.5157282303699685,0.14173773556842278,0.3597884222884223,0.40923974958366893,8
Memphis,200.0,26.625,61.625,0.432,7.125,22.0,0.31,15.625,22.25,0.700375,11.75,20.875,32.625,14.75,8.25,4.25,12.75,20.75,76.0,73.195,104.21000000000001,0.4899834358662399,0.17371091218657228,0.3548173365461672,0.3627918196803538,8
Mercer,200.0,27.285714285714285,60.857142857142854,0.44885714285714284,9.0,25.571428571428573,0.3575714285714286,16.571428571428573,22.428571428571427,0.7392857142857142,9.714285714285714,21.857142857142858,31.571428571428573,13.857142857142858,9.142857142857142,2.857142857142857,10.714285714285714,17.0,80.14285714285714,72.51,111.18571428571428,0.5228140614565763,0.1462407591231197,0.30494400393560056,0.3731536849907363,7
Mercyhurst,200.75,24.0,57.0,0.42,5.375,18.75,0.28712499999999996,9.25,14.375,0.62725,8.0,19.375,27.375,13.0,6.75,4.125,9.75,19.75,62.625,65.57625,95.3625,0.46819596145724096,0.14943372837395122,0.28948022724428873,0.25385628390714116,8
Merrimack,200.0,21.083333333333332,54.916666666666664,0.3873333333333333,8.166666666666666,26.916666666666668,0.30133333333333334,14.916666666666666,19.25,0.7767499999999999,6.083333333333333,16.833333333333332,22.916666666666668,11.833333333333334,7.833333333333333,4.583333333333333,9.75,17.666666666666668,65.25,67.72666666666667,97.25666666666666,0.46257828545645596,0.14260282512601066,0.26454710605778214,0.3597492420305129,12
Miami (FL),200.0,31.6,62.2,0.5126999999999999,7.2,19.5,0.3754,15.0,22.6,0.6526,10.7,25.7,36.4,18.9,8.8,3.9,11.8,17.2,85.6,74.036,115.801,0.570813527178663,0.1611468055727877,0.29786790745993785,0.3704313062220469,10
Miami (OH),203.57142857142858,30.0,60.42857142857143,0.4947142857142857,10.285714285714286,27.428571428571427,0.3727142857142857,17.571428571428573,21.571428571428573,0.7877142857142857,7.428571428571429,25.142857142857142,32.57142857142857,16.142857142857142,7.142857142857143,2.7142857142857144,9.857142857142858,17.428571428571427,87.85714285714286,73.10428571428572,119.75428571428571,0.5785258541694481,0.13501275044380476,0.22678041143002212,0.36849368940695737,7
Michigan,203.22222222222223,33.77777777777778,64.66666666666667,0.5205555555555555,10.333333333333334,28.666666666666668,0.35011111111111115,16.11111111111111,22.77777777777778,0.7218888888888889,10.555555555555555,32.888888888888886,43.44444444444444,20.555555555555557,7.111111111111111,6.222222222222222,12.88888888888889,15.555555555555555,94.0,77.82,120.87333333333332,0.5993239419725185,0.16689326076471886,0.24033892381690064,0.3560800258740297,9
Michigan State,200.0,27.444444444444443,60.333333333333336,0.4567777777777777,6.777777777777778,20.11111111111111,0.33011111111111113,14.88888888888889,20.444444444444443,0.7365555555555556,12.555555555555555,26.0,38.55555555555556,19.22222222222222,6.555555555555555,4.666666666666667,10.666666666666666,16.444444444444443,76.55555555555556,68.15777777777777,112.36333333333333,0.5115463773134126,0.1569634720260927,0.32353326573899216,0.3490126796023831,9
Middle Tennessee,200.0,26.714285714285715,62.42857142857143,0.4308571428571429,8.0,25.428571428571427,0.3354285714285714,11.0,16.0,0.6901428571428571,9.714285714285714,23.0,32.714285714285715,12.571428571428571,5.285714285714286,3.857142857142857,10.285714285714286,19.142857142857142,72.42857142857143,70.6,103.04857142857144,0.49647898069597923,0.14523433020381304,0.2938672341559716,0.2620807323311492,7
Milwaukee,200.0,26.5,62.75,0.424875,8.25,25.125,0.32175,14.25,22.25,0.6461250000000001,10.625,20.5,31.125,13.25,6.25,3.0,10.375,19.875,75.5,73.06875,103.0975,0.49025288866561423,0.14280686624671934,0.3361295062552178,0.3542479710997344,8
Minnesota,202.5,23.6,52.5,0.4508,6.6,21.4,0.31779999999999997,18.0,26.7,0.6752,9.6,23.3,32.9,16.3,6.4,3.3,11.5,16.8,71.8,67.08500000000001,106.71,0.5151504454534057,0.1720973369618311,0.28769426398365483,0.5090665937173801,10
Mississippi,200.0,26.0,58.333333333333336,0.4486666666666667,7.222222222222222,20.444444444444443,0.34777777777777774,16.11111111111111,21.11111111111111,0.7696666666666666,9.11111111111111,22.77777777777778,31.88888888888889,14.88888888888889,7.555555555555555,5.777777777777778,10.444444444444445,18.666666666666668,75.33333333333333,69.69333333333333,108.51888888888888,0.509696583232883,0.1488851082694625,0.28851999297690734,0.3724698372434516,9
Mississippi State,205.55555555555554,28.22222222222222,63.888888888888886,0.4437777777777778,8.444444444444445,26.77777777777778,0.3151111111111111,13.444444444444445,20.11111111111111,0.6411111111111112,10.333333333333334,28.555555555555557,38.888888888888886,13.11111111111111,6.444444444444445,4.666666666666667,11.88888888888889,15.777777777777779,78.33333333333333,74.99666666666667,104.47,0.510395794778346,0.15709918031798462,0.26398521231854566,0.3172727252820608,9
Mississippi Valley State,205.55555555555554,22.77777777777778,59.333333333333336,0.38433333333333336,4.777777777777778,17.666666666666668,0.2634444444444444,13.444444444444445,17.11111111111111,0.802,8.333333333333334,19.555555555555557,27.88888888888889,11.555555555555555,7.0,3.4444444444444446,16.22222222222222,22.555555555555557,63.77777777777778,75.3488888888889,85.2811111111111,0.4246120052482112,0.20856760956251535,0.3017082232449616,0.2903470645952877,9
Missouri,200.0,31.1,59.4,0.5259,8.1,22.2,0.38530000000000003,17.1,25.1,0.6799999999999999,11.0,25.4,36.4,15.8,8.6,3.0,13.0,18.1,87.4,73.321,119.085,0.5946117644872858,0.17559610742163306,0.28822847696904175,0.42666948354192613,10
Missouri State,200.0,22.4,53.4,0.4184,6.4,23.0,0.2548,17.4,26.6,0.6452,6.6,18.2,24.8,11.6,7.6,3.4,11.2,18.6,68.6,70.638,97.242,0.4785553857906799,0.1573664835921958,0.27131265908264507,0.49537993379169853,5
Monmouth,202.77777777777777,23.77777777777778,56.22222222222222,0.426,6.333333333333333,18.77777777777778,0.3422222222222222,17.11111111111111,22.88888888888889,0.7416666666666667,9.444444444444445,22.555555555555557,32.0,13.11111111111111,7.555555555555555,5.0,11.0,16.88888888888889,71.0,68.6511111111111,103.46333333333334,0.48275650603130565,0.16024019443765514,0.28827113083385486,0.4236479079964353,9
Montana,200.0,27.625,56.875,0.484125,9.125,23.875,0.377375,15.875,22.125,0.706,6.625,23.75,30.375,16.25,4.625,3.0,14.75,18.125,80.25,75.51,106.175,0.565956470273233,0.19668729079603942,0.21720504112745492,0.3900714805429245,8
Montana State,203.125,26.5,59.25,0.448875,8.75,27.125,0.324125,11.5,15.875,0.704875,7.25,20.625,27.875,9.75,6.375,2.125,10.375,19.125,73.25,69.91625,104.8475,0.5225338753940936,0.14713048695335434,0.2597091434911235,0.2704109032927939,8
Morehead State,200.0,24.25,60.375,0.40325,6.375,20.875,0.310625,14.0,19.75,0.69725,12.0,21.625,33.625,10.0,6.625,3.375,14.5,20.5,68.875,72.25750000000001,95.36,0.45609609154666025,0.1980851589137846,0.34941997285747284,0.33441321721646167,8
Morgan State,200.0,22.875,58.625,0.387625,4.625,17.125,0.261625,17.75,23.25,0.7525,9.625,18.0,27.625,11.375,4.75,2.75,11.625,21.5,68.125,71.6675,95.03625,0.42568684143626306,0.1609787421716132,0.33626632104454685,0.4095147411249439,8
Mount St. Mary's,202.5,23.9,55.4,0.42940000000000006,8.7,26.0,0.33130000000000004,10.5,16.8,0.6182,7.8,23.9,31.7,14.6,4.4,2.6,15.9,20.0,67.0,71.47999999999999,93.6,0.5069213302532385,0.22268737413559095,0.24853972096619156,0.3084080804017907,10
Murray State,200.0,29.4,61.7,0.47650000000000003,10.6,29.4,0.3669,18.6,24.9,0.7514000000000001,11.0,24.7,35.7,16.1,6.1,3.4,12.3,18.3,88.0,74.828,118.048,0.5629197019040187,0.164636236745758,0.3038015176978426,0.40890149795980235,10
NC State,200.0,30.4,60.6,0.5002,10.6,26.5,0.3967,17.4,22.8,0.7673,8.7,24.7,33.4,16.9,8.3,3.0,9.9,19.9,88.8,72.628,122.06199999999998,0.5866920650282472,0.13641283129779908,0.2654748562331182,0.3793471781113645,10
NJIT,200.0,21.09090909090909,55.18181818181818,0.3864545454545455,8.636363636363637,26.90909090909091,0.31963636363636366,13.545454545454545,19.363636363636363,0.6874545454545454,7.090909090909091,24.272727272727273,31.363636363636363,10.727272727272727,4.636363636363637,3.272727272727273,14.181818181818182,18.363636363636363,64.36363636363636,71.47,90.11272727272727,0.46492477098398644,0.19754868548637203,0.22241628321173776,0.36625619808432774,11
Navy,200.0,23.6,55.2,0.43220000000000003,5.6,17.4,0.3242,16.7,21.9,0.7928,8.6,23.3,31.9,12.9,6.9,2.6,11.8,16.6,69.5,68.801,101.344,0.4827449542061557,0.17046097833737422,0.27675896598279826,0.4125271040544264,10
Nebraska,200.0,29.6,61.4,0.4819,11.1,31.7,0.3524,13.6,18.7,0.7359,8.2,28.2,36.4,18.7,7.0,2.7,10.0,13.6,83.9,72.083,116.65799999999999,0.5722515289447737,0.13600222203959195,0.22525621294777465,0.31006171063737786,10
Nevada,202.5,25.2,59.3,0.4279,6.8,18.5,0.3821,20.1,27.1,0.7462,10.6,22.8,33.4,14.6,6.4,4.2,8.7,18.7,77.3,70.272,110.422,0.4854996786983281,0.12393284595426504,0.31566417505432937,0.464263060904631,10
Nevada-Las Vegas,200.0,28.77777777777778,62.55555555555556,0.4605555555555555,6.333333333333333,22.22222222222222,0.28544444444444445,19.333333333333332,28.333333333333332,0.6664444444444445,10.222222222222221,22.555555555555557,32.77777777777778,16.11111111111111,8.444444444444445,3.7777777777777777,12.222222222222221,23.0,83.22222222222223,78.01666666666667,106.62222222222222,0.5116854559742624,0.1558052829900849,0.3034033371135989,0.4620170200039884,9
New Hampshire,203.125,23.125,60.125,0.38225,6.25,23.125,0.272375,9.25,13.5,0.753125,8.25,22.875,31.125,9.0,6.5,2.375,11.375,19.5,61.75,69.665,87.99375,0.4340590844953218,0.16351009766482325,0.25940199659957724,0.22138126849915069,8
New Haven,200.0,21.125,52.5,0.403,4.75,18.875,0.25125,10.625,15.5,0.665125,7.25,21.625,28.875,8.375,7.125,1.75,11.75,15.75,57.625,64.3625,89.26,0.44916240477225716,0.18351995971561552,0.24606876846540068,0.295808534492845,8
New Mexico,200.0,27.333333333333332,59.22222222222222,0.4635555555555555,8.666666666666666,25.555555555555557,0.3466666666666667,17.11111111111111,22.666666666666668,0.749,8.88888888888889,24.77777777777778,33.666666666666664,14.0,7.666666666666667,2.7777777777777777,11.222222222222221,17.555555555555557,80.44444444444444,72.32333333333332,111.69111111111111,0.536936710001212,0.15382148168939513,0.26501342219659535,0.3900959998367697,9
New Mexico State,200.0,24.5,58.5,0.41850000000000004,7.166666666666667,23.666666666666668,0.30716666666666664,16.333333333333332,21.833333333333332,0.7461666666666668,11.666666666666666,23.5,35.166666666666664,13.0,6.166666666666667,2.8333333333333335,10.833333333333334,21.0,72.5,68.03666666666668,107.0,0.4786350345560872,0.15852871219184406,0.333947408688289,0.402972393103972,6
New Orleans,202.5,24.9,58.2,0.43550000000000005,7.9,22.6,0.3483,15.7,21.6,0.729,8.9,23.7,32.6,14.0,6.2,4.0,13.9,20.4,73.4,73.46000000000001,100.311,0.5044094486674648,0.18846182465163966,0.27046326489840955,0.3809851643054961,10
Niagara,200.0,20.88888888888889,52.0,0.40122222222222226,6.222222222222222,21.22222222222222,0.2857777777777778,12.11111111111111,17.22222222222222,0.6942222222222223,5.555555555555555,20.444444444444443,26.0,11.666666666666666,5.555555555555555,3.2222222222222223,11.222222222222221,16.333333333333332,60.111111111111114,65.84777777777778,91.44222222222223,0.46072956704868595,0.16863444739831884,0.21558728279871062,0.33777753695952994,9
Nicholls State,200.0,23.625,57.875,0.409,8.125,24.5,0.351375,13.75,21.5,0.645625,7.875,19.75,27.625,12.375,9.125,2.625,11.375,18.875,69.125,71.5875,96.9625,0.48134373901393623,0.15766460396217868,0.2854871800453697,0.3970167085390008,8
Norfolk State,200.0,23.125,57.25,0.4075,4.875,15.75,0.305375,11.375,19.75,0.5345,8.375,20.625,29.0,8.5,5.625,2.75,12.0,20.875,62.5,70.25625,89.00875,0.4508534475212499,0.16958362425729884,0.28263744369221044,0.3535552711635052,8
North Alabama,203.57142857142858,24.142857142857142,58.857142857142854,0.41171428571428575,6.428571428571429,20.428571428571427,0.314,13.714285714285714,19.571428571428573,0.6952857142857143,10.0,21.714285714285715,31.714285714285715,10.285714285714286,6.571428571428571,4.428571428571429,11.0,15.857142857142858,68.42857142857143,69.1542857142857,98.81285714285715,0.46701570885976923,0.15812804275499395,0.31855457927571557,0.3370411197101014,7
North Carolina,200.0,27.77777777777778,60.111111111111114,0.46244444444444444,8.0,25.22222222222222,0.3198888888888889,17.666666666666668,25.0,0.7072222222222222,10.666666666666666,29.11111111111111,39.77777777777778,16.0,5.666666666666667,4.333333333333333,11.0,15.88888888888889,81.22222222222223,72.32,112.14,0.5292710761460762,0.15264227829714028,0.2752138513325717,0.4181643587893588,9
North Carolina A&T,200.0,24.0,53.714285714285715,0.44757142857142856,5.0,16.714285714285715,0.30328571428571427,19.142857142857142,27.285714285714285,0.7048571428571428,9.142857142857142,24.428571428571427,33.57142857142857,10.857142857142858,6.857142857142857,3.857142857142857,13.428571428571429,19.285714285714285,72.14285714285714,70.96000000000001,101.58428571428571,0.49528638817686765,0.18858623429289872,0.2690737295732671,0.5252885670397192,7
North Carolina Central,200.0,18.88888888888889,55.666666666666664,0.34344444444444444,5.555555555555555,18.666666666666668,0.30566666666666664,16.666666666666668,21.88888888888889,0.7693333333333333,7.888888888888889,19.666666666666668,27.555555555555557,10.555555555555555,6.888888888888889,2.7777777777777777,11.88888888888889,19.22222222222222,60.0,70.06333333333333,85.95444444444445,0.39354899994664294,0.16987259034872826,0.28308527454569354,0.3953604849802057,9
North Dakota,199.9,24.2,59.5,0.4053,6.1,22.0,0.2823,13.2,20.9,0.634,7.9,18.8,26.7,10.3,9.6,1.8,11.1,20.8,67.7,72.627,93.315,0.4566666113836028,0.152455653151466,0.2821603426853705,0.35648695017909043,10
North Dakota State,203.125,26.25,65.0,0.404,8.0,27.875,0.285375,14.625,19.75,0.741125,11.25,23.25,34.5,14.125,8.375,3.375,11.0,16.875,75.125,74.13125,100.93875,0.4660273577276038,0.14891664151495587,0.3299056623656217,0.3062501034557211,8
North Florida,200.0,24.714285714285715,58.0,0.43314285714285716,11.142857142857142,31.428571428571427,0.3597142857142857,10.0,13.428571428571429,0.7508571428571429,5.285714285714286,18.142857142857142,23.428571428571427,13.428571428571429,5.857142857142857,1.7142857142857142,15.428571428571429,20.571428571428573,70.57142857142857,74.52142857142857,95.41714285714285,0.5312111048896704,0.20743107120441717,0.22292203594724605,0.23668385096060568,7
North Texas,202.77777777777777,22.88888888888889,53.111111111111114,0.4383333333333333,6.333333333333333,18.444444444444443,0.3418888888888889,16.11111111111111,22.555555555555557,0.7087777777777777,9.11111111111111,22.555555555555557,31.666666666666668,12.88888888888889,7.777777777777778,4.555555555555555,11.444444444444445,20.22222222222222,68.22222222222223,66.1588888888889,103.88111111111111,0.49870231835194595,0.17317859202975652,0.28543992184859057,0.42738916890930806,9
Northeastern,202.77777777777777,25.77777777777778,57.77777777777778,0.44766666666666666,6.444444444444445,20.77777777777778,0.3151111111111111,14.11111111111111,20.0,0.6843333333333333,8.444444444444445,22.555555555555557,31.0,13.777777777777779,8.333333333333334,4.0,13.11111111111111,17.88888888888889,72.11111111111111,71.94333333333333,99.99222222222222,0.5041940487709244,0.1797572190400519,0.2769749509019708,0.34588742148238616,9
Northern Arizona,200.0,25.0,59.57142857142857,0.42057142857142854,6.571428571428571,20.285714285714285,0.3282857142857143,10.571428571428571,16.285714285714285,0.6844285714285715,8.285714285714286,22.428571428571427,30.714285714285715,11.714285714285714,8.142857142857142,3.2857142857142856,11.857142857142858,18.857142857142858,67.14285714285714,70.88,94.18714285714285,0.4752395074460645,0.1674731129657169,0.2630642032239045,0.2788388926679094,7
Northern Colorado,210.71428571428572,28.428571428571427,58.57142857142857,0.48714285714285716,8.857142857142858,26.0,0.34657142857142853,16.857142857142858,21.714285714285715,0.7658571428571428,6.142857142857143,26.428571428571427,32.57142857142857,16.857142857142858,3.857142857142857,2.5714285714285716,12.714285714285714,19.428571428571427,82.57142857142857,75.45714285714287,109.58428571428571,0.5633760722225613,0.1669735121311248,0.1852997641887971,0.36929290427217926,7
Northern Illinois,200.0,23.25,56.875,0.40825,7.875,24.25,0.324625,13.625,21.875,0.6345000000000001,10.0,19.0,29.0,11.375,5.25,1.625,14.625,20.875,68.0,71.89,95.04375,0.4780508156935385,0.20193247789819002,0.3238937729784412,0.3943283638057345,8
Northern Iowa,206.25,25.75,56.875,0.458625,8.125,23.75,0.33025,10.625,16.0,0.681625,5.25,23.375,28.625,16.375,7.0,3.5,8.25,16.125,70.25,67.475,104.59,0.5294355835572478,0.12242408821844089,0.18530708723979025,0.29685916001474366,8
Northern Kentucky,200.0,27.25,61.125,0.4455,9.375,27.625,0.346875,14.875,19.0,0.765375,10.25,18.375,28.625,15.125,9.625,4.25,13.125,19.625,78.75,73.02250000000001,108.29249999999999,0.522061654245936,0.178836584796426,0.36515615102412935,0.31240445783218307,8
Northwestern,200.0,28.77777777777778,57.44444444444444,0.49955555555555553,6.555555555555555,18.444444444444443,0.3602222222222222,17.0,22.88888888888889,0.7446666666666667,7.666666666666667,22.555555555555557,30.22222222222222,18.333333333333332,5.888888888888889,3.4444444444444446,9.333333333333334,18.444444444444443,81.11111111111111,69.98222222222222,115.92555555555555,0.5561798942248992,0.13308187767895074,0.24586259419592751,0.4055040130496758,9
Northwestern State,203.125,22.25,52.0,0.42574999999999996,6.875,19.5,0.35462499999999997,16.5,22.5,0.72675,6.875,16.75,23.625,11.0,6.625,2.25,13.125,20.125,67.875,68.9375,98.23,0.49146592295822256,0.19124370819004158,0.28884858827043364,0.44340155778626694,8
Notre Dame,202.27272727272728,27.272727272727273,57.09090909090909,0.4773636363636364,8.818181818181818,23.545454545454547,0.3826363636363636,13.545454545454545,19.272727272727273,0.7052727272727273,8.727272727272727,24.727272727272727,33.45454545454545,13.636363636363637,4.636363636363637,2.0,10.818181818181818,17.363636363636363,76.9090909090909,68.33636363636364,112.2390909090909,0.5540338667598436,0.1581876370380878,0.25496969577769396,0.34619324263019297,11
Oakland,200.0,29.88888888888889,63.22222222222222,0.4683333333333333,7.555555555555555,21.22222222222222,0.3413333333333333,16.11111111111111,21.666666666666668,0.7455555555555555,7.777777777777778,20.666666666666668,28.444444444444443,15.666666666666666,6.222222222222222,3.7777777777777777,9.0,15.11111111111111,83.44444444444444,74.73444444444445,110.88777777777779,0.5271624335509871,0.12162524340642168,0.27274416227216286,0.34668626629484406,9
Ohio,200.0,26.444444444444443,60.44444444444444,0.43633333333333335,6.333333333333333,22.0,0.26944444444444443,14.666666666666666,21.666666666666668,0.7187777777777778,9.333333333333334,21.22222222222222,30.555555555555557,11.88888888888889,5.666666666666667,2.2222222222222223,11.11111111111111,16.22222222222222,73.88888888888889,72.51666666666667,101.93666666666667,0.4887398551985361,0.15296812256426623,0.30457202014101653,0.3689582865285381,9
Ohio State,200.0,29.77777777777778,57.111111111111114,0.5195555555555555,9.11111111111111,25.11111111111111,0.3545555555555555,18.77777777777778,24.333333333333332,0.7714444444444444,7.222222222222222,26.11111111111111,33.333333333333336,16.88888888888889,5.222222222222222,1.7777777777777777,10.444444444444445,17.444444444444443,87.44444444444444,71.88888888888889,120.80777777777777,0.5998768113627685,0.14361601755094935,0.2049388989260263,0.43217845711370034,9
Oklahoma,200.0,29.11111111111111,63.44444444444444,0.4573333333333333,9.88888888888889,29.666666666666668,0.33322222222222225,16.555555555555557,22.444444444444443,0.7406666666666667,11.0,22.77777777777778,33.77777777777778,15.777777777777779,7.0,3.7777777777777777,9.555555555555555,17.444444444444443,84.66666666666667,72.6588888888889,116.7688888888889,0.535246369180601,0.12990948289885307,0.3208620831092844,0.3583325861461282,9
Oklahoma State,200.0,31.77777777777778,63.666666666666664,0.5023333333333333,7.111111111111111,22.22222222222222,0.3221111111111111,20.666666666666668,27.555555555555557,0.7483333333333334,9.11111111111111,27.555555555555557,36.666666666666664,17.0,7.777777777777778,2.888888888888889,13.333333333333334,17.555555555555557,91.33333333333333,80.97888888888889,112.80666666666667,0.5577522063839822,0.16396915399766843,0.24296726057142548,0.43730787335949944,9
Old Dominion,200.0,25.555555555555557,60.0,0.4278888888888889,8.11111111111111,24.11111111111111,0.3462222222222222,14.11111111111111,19.22222222222222,0.7392222222222222,7.777777777777778,21.77777777777778,29.555555555555557,13.222222222222221,5.333333333333333,3.111111111111111,10.777777777777779,19.22222222222222,73.33333333333333,72.13,102.11444444444444,0.49627782850650515,0.14837305300899858,0.25053298631641036,0.32450374843474505,9
Omaha,200.0,25.11111111111111,57.22222222222222,0.43844444444444447,8.0,23.444444444444443,0.3453333333333333,14.333333333333334,20.22222222222222,0.7148888888888889,7.222222222222222,21.444444444444443,28.666666666666668,12.11111111111111,6.444444444444445,2.7777777777777777,11.88888888888889,17.0,72.55555555555556,71.49444444444445,101.96666666666667,0.5081921558831811,0.1647873047860337,0.2543301362203456,0.3630446124827666,9
Oral Roberts,200.0,24.333333333333332,57.666666666666664,0.4268888888888889,9.333333333333334,27.555555555555557,0.3492222222222222,16.22222222222222,21.22222222222222,0.7472222222222222,8.0,18.555555555555557,26.555555555555557,10.555555555555555,6.222222222222222,3.888888888888889,14.333333333333334,19.77777777777778,74.22222222222223,74.08111111111111,100.43111111111111,0.5092352947687462,0.1928042640570305,0.2981254872814975,0.37516094653069954,9
Oregon,200.0,23.555555555555557,58.44444444444444,0.4026666666666667,8.222222222222221,26.0,0.29633333333333334,17.555555555555557,25.0,0.7044444444444444,12.555555555555555,21.22222222222222,33.77777777777778,13.11111111111111,5.555555555555555,4.222222222222222,12.777777777777779,16.22222222222222,72.88888888888889,70.5411111111111,103.54555555555555,0.4741408245163611,0.1793956716750646,0.3808431075097742,0.4426004790820712,9
Oregon State,205.0,23.4,53.0,0.44139999999999996,8.7,24.7,0.35259999999999997,17.7,22.9,0.7901,7.4,22.8,30.2,13.8,6.1,4.8,12.4,18.4,73.2,68.87899999999999,106.65,0.5248930687708364,0.18021758385425496,0.24531094885135607,0.43417397192536766,10
Pacific,200.0,25.666666666666668,55.44444444444444,0.4696666666666667,6.777777777777778,20.666666666666668,0.32944444444444443,14.444444444444445,18.555555555555557,0.7773333333333334,8.444444444444445,26.88888888888889,35.333333333333336,12.11111111111111,5.444444444444445,2.7777777777777777,12.222222222222221,19.0,72.55555555555556,68.03555555555556,107.1,0.5303075227365832,0.17715392270767472,0.23598543794622223,0.34899788579159025,9
Penn State,200.0,29.4,58.4,0.5064,7.0,18.9,0.3687,16.2,22.7,0.7174,8.3,20.8,29.1,14.0,8.1,1.4,8.8,13.9,82.0,69.684,118.383,0.5663965251183123,0.12369655743933153,0.2837632360840565,0.39546245487764076,10
Pennsylvania,200.0,25.77777777777778,59.77777777777778,0.43555555555555553,8.11111111111111,20.0,0.3961111111111111,15.11111111111111,21.666666666666668,0.6694444444444445,10.777777777777779,21.77777777777778,32.55555555555556,14.777777777777779,6.0,3.111111111111111,11.222222222222221,16.333333333333332,74.77777777777777,70.51444444444445,106.44555555555556,0.504233560719162,0.15867222375751494,0.3401679956784757,0.36933443329805477,9
Pepperdine,203.125,21.625,56.875,0.381125,6.5,24.125,0.277625,17.125,20.75,0.8355,8.125,21.25,29.375,12.875,5.0,3.0,11.125,15.5,66.875,69.73125,95.8,0.4399963342050927,0.16117183699964405,0.2665681141524092,0.3737557350537715,8
Pittsburgh,200.0,25.0,57.0,0.43810000000000004,8.1,23.6,0.3406,13.7,19.5,0.6915,10.6,21.9,32.5,12.6,6.3,4.0,11.3,16.7,71.8,66.961,107.15899999999999,0.5106472669128198,0.16884044089233924,0.32840148241473976,0.35227860409933187,10
Portland,203.125,28.125,56.375,0.499375,5.875,18.625,0.328875,15.375,21.25,0.720875,7.0,25.375,32.375,18.0,6.125,3.25,15.625,18.375,77.5,75.095,103.07625,0.5512412446238516,0.20883451409561382,0.21344052937162927,0.39271950461870203,8
Portland State,200.0,26.166666666666668,57.833333333333336,0.454,7.666666666666667,21.833333333333332,0.3555,13.666666666666666,20.333333333333332,0.6708333333333334,9.0,22.333333333333332,31.333333333333332,14.833333333333334,6.0,3.8333333333333335,14.166666666666666,22.0,73.66666666666667,72.65833333333333,100.85333333333334,0.5200803476022646,0.19370463417919503,0.2765831940931891,0.3558924133208177,6
Prairie View,200.0,23.5,61.5,0.3821666666666667,5.5,19.0,0.2753333333333334,18.166666666666668,24.0,0.7535,7.5,19.333333333333332,26.833333333333332,8.833333333333334,8.166666666666666,4.0,11.5,21.0,70.66666666666667,76.89833333333333,92.01333333333334,0.4258044592922771,0.14945338733307673,0.25975653564085155,0.39469298683634846,6
Presbyterian,200.0,22.2,52.7,0.4229,4.9,17.5,0.2717,12.4,19.0,0.6473,10.5,21.7,32.2,12.0,5.5,3.9,12.4,16.6,61.7,63.623000000000005,97.598,0.47061333551857637,0.19303125101898658,0.3254275046641199,0.3638760373909439,10
