Rank,Team,Current_AdjEM,AdjO,AdjD,AdjT,Games,Preseason_AdjEM,SurpriseZ,CollapseFactor,FinalPreseasonWeight,Blended_AdjEM,WAB,Consistency,Volatility_z,Swing_z,Rank,SOS,Road_Pct,Q1_W,Q1_L,Q2_W,Q2_L,Q3_W,Q3_L,Q4_W,Q4_L,T100_W,T100_L
11,Saint Mary's,21.13264900615333,110.8,89.7,62.8,32,21.05,0.01033112576916606,0.9314706979243624,9.314706979243624,21.114015174989266,4.007240513312393,20.828015821452468,1.49996976720158,1.7257244248049153,11,7.84,0.75,4,3,6,2,11,2,4,0,13,5
12,Creighton,20.666651861573428,112.8,92.2,69.0,33,21.56,-0.11166851730332139,0.921107982513317,9.21107982513317,20.861593593667706,1.7441411607476986,27.200908888527522,1.2807830304377505,1.3726914098684957,12,10.18,0.4,3,10,8,1,5,1,5,0,11,12
13,Duke,20.10545230559987,111.4,91.3,66.7,34,20.84,-0.0918184618000164,0.9232447307288433,9.232447307288433,20.262317653403027,4.70040892577131,19.391051737046187,1.5464149871134067,1.8406199437209563,13,7.53,0.5,4,6,9,2,6,0,7,0,13,8
14,Arkansas,18.408657959063547,109.5,91.1,71.4,33,26.08,-0.9589177551170565,0.7661366123126803,7.661366123126802,19.854083079640617,0.44640538066579794,24.283405306338636,1.3238468033496722,1.6049078743305742,14,10.92,0.308,4,11,3,1,9,1,4,0,9,12
15,Marquette,19.531030837090185,114.8,95.2,69.5,35,20.99,-0.18237114536372667,0.913048878943186,9.13048878943186,19.832887942041737,7.47111448051059,33.99931848342684,1.0140945591962838,1.2131625664380263,15,8.23,0.688,8,5,7,1,8,0,6,0,15,6
16,Utah St.,20.732782059360346,114.6,93.9,70.5,34,13.53,0.9003477574200434,0.7815084060389264,7.815084060389264,19.38660881763565,4.142430537527211,25.869597988342047,1.275725065980515,1.5137049783228376,16,7.46,0.643,3,5,9,1,13,0,1,2,15,6
17,Iowa St.,17.797041630108126,106.8,89.0,65.6,33,25.07,-0.9091197962364843,0.7792533073108439,7.792533073108439,19.186383364173786,2.5372301951244047,21.495539608023847,1.4581990761937556,1.7095129676899712,17,10.33,0.333,9,11,3,2,1,0,7,0,13,13
18,Texas A&M,18.2827151403785,111.2,92.9,67.4,35,19.59,-0.16341060745268754,0.9152804466997974,9.152804466997974,18.553713162978084,3.3404622505216146,23.377795900213634,1.4790794450057883,1.4670990045357728,18,8.2,0.615,7,6,7,1,4,0,8,2,12,7
19,Kentucky,16.93503238664985,113.6,96.6,67.8,32,21.73,-0.5993709516687686,0.8488928229686121,8.48892822968612,17.94034761017199,1.452442089250102,20.549622147217214,1.494347299281831,1.7707167467007012,19,9.4,0.545,7,7,5,2,2,1,7,1,11,9
20,San Diego St.,18.739238687674032,108.2,89.5,66.5,32,13.27,0.683654835959254,0.8319509727021703,8.319509727021703,17.61071840631225,5.904624522806408,30.44421638671256,1.1023309125907388,1.3658742617327877,20,9.61,0.727,5,5,7,1,12,0,2,0,16,6
21,Florida Atlantic,18.907194304902248,111.5,92.6,70.1,32,0.06,2.355899288112781,0.28723543906748567,2.8723543906748565,17.354794925522675,4.349531051513587,27.999505306759275,1.2473709255442313,1.3492142641083897,21,1.05,0.786,2,1,4,2,10,0,13,0,6,1
22,TCU,18.147188588514325,110.2,92.1,71.1,33,12.64,0.6883985735642906,0.8309537989262632,8.309537989262632,17.03940101649674,2.398345890456934,21.944154664335265,1.4740380823103634,1.6304205277168131,22,8.71,0.429,6,11,7,0,1,0,7,1,13,11
23,Michigan St.,15.23183073585733,110.0,94.8,66.8,31,24.95,-1.2147711580178338,0.690582353896936,6.90582353896936,17.002322860662638,1.8360139280842773,26.597754134765044,1.2603290740938609,1.4641891679483492,23,12.43,0.385,5,9,8,2,2,1,4,0,14,11
24,Maryland,16.28840725501037,110.1,93.8,65.6,34,19.67,-0.422699093123704,0.8798437504826557,8.798437504826557,16.983589933822202,0.00813490298840236,19.921446758992303,1.5343022572560816,1.78829277411893,24,9.09,0.167,2,12,7,1,3,0,9,0,11,13
25,Illinois,15.700131371955393,109.2,93.5,70.7,31,21.59,-0.7362335785055758,0.8206341223229386,8.206341223229387,16.9329490798493,0.9235491009307673,24.404606897815793,1.348631368430747,1.549571306230054,25,9.08,0.357,4,9,6,3,3,0,6,0,11,12
26,Baylor,16.481271485720526,115.8,99.4,68.3,32,18.06,-0.19734106428493403,0.9112495591259795,9.112495591259794,16.831193241120513,4.7298805341262025,25.92039981646426,1.3000702234295722,1.4681049285475203,26,12.02,0.545,11,8,4,2,0,0,7,0,15,10
27,Memphis,18.50813780513164,111.4,92.8,73.9,34,6.94,1.4460172256414547,0.6120587019257946,6.120587019257946,16.74336317576019,4.154570464778281,36.62219242806511,1.0358118220533035,0.9823766100287465,27,7.27,0.6,5,4,6,3,8,1,7,0,11,6
28,West Virginia,17.47108507502216,113.9,96.5,70.2,33,12.84,0.57888563437777,0.8527923048774465,8.527923048774465,16.52007346036154,1.10920143959639,21.623994012949662,1.4433155306067174,1.7182096126835085,28,12.21,0.308,5,13,7,1,1,0,6,0,12,14
29,Boise St.,17.916106213521047,109.5,91.6,67.8,32,9.23,1.0857632766901308,0.730341341583429,7.3034134158342905,16.302042214040693,3.0541275993593935,22.323252995566655,1.3840973590163343,1.7335772806386072,29,7.03,0.533,3,5,10,3,6,0,4,1,15,7
30,Xavier,17.64976235762792,114.4,96.8,71.8,34,9.69,0.9949702947034902,0.7563081824946923,7.563081824946924,16.20135354445519,4.424796880563164,31.523201646816844,1.0617023725616817,1.3413193274306128,30,9.86,0.538,9,5,4,4,7,0,5,0,15,7
31,Oregon,14.528485190140671,111.2,96.7,67.7,33,23.55,-1.1276893512324162,0.7177779269498223,7.177779269498224,16.14018307785442,-0.9109258928508623,19.30209790258966,1.4961231288470433,1.94328892997434,31,9.99,0.333,2,9,7,4,5,1,5,0,11,12
32,Michigan,14.276148649261245,109.2,95.0,69.0,32,22.77,-1.0617314188423443,0.737381477369783,7.37381477369783,15.866852698021836,-1.7313658392880136,18.313283705183952,1.6183739916035174,1.876007968053183,32,9.8,0.286,5,11,4,3,4,0,4,1,10,14
33,Auburn,14.641255804436895,109.4,94.8,68.8,32,19.97,-0.666093024445388,0.8356017743346356,8.356017743346356,15.744612466906908,0.8376304897528968,21.53620662168034,1.4138991576017685,1.7812231929244688,33,10.41,0.385,3,11,5,0,7,1,5,0,8,11
34,Kansas St.,17.333139221582556,108.7,91.4,72.2,33,7.85,1.1853924026978195,0.6999188361964996,6.999188361964997,15.673748609104294,3.6330156114370133,27.44565467480728,1.2720044940164144,1.3630277712769476,34,9.02,0.364,8,8,5,1,3,0,8,0,14,8
35,Ohio St.,14.975603155754499,112.5,97.5,67.6,35,18.15,-0.3967996055306875,0.8838906146237508,8.838906146237509,15.61563271496846,-2.566643751610144,22.89265724444798,1.512192060868574,1.4738566336669046,35,10.64,0.278,7,14,3,4,0,0,6,1,10,18
36,Northwestern,15.420281706979992,106.0,90.6,66.4,33,14.98,0.05503521337249895,0.9270644679799224,9.270644679799224,15.323720717779427,0.7696596012756736,20.204492460786792,1.528092288365592,1.760976335719262,36,8.53,0.636,7,4,5,7,2,0,8,0,12,11
37,Texas Tech,13.378151499180916,109.3,96.0,68.5,32,24.7,-1.4152310626023854,0.62296525601815,6.2296525601815,15.223085412406622,-2.163699565094607,24.37989044337597,1.4144379960045772,1.453085315177894,37,9.01,0.286,4,14,1,2,3,0,8,0,5,16
38,Mississippi St.,13.530385077335154,103.5,89.9,64.8,34,21.54,-1.0012018653331056,0.7545812828906077,7.545812828906077,14.985141908954793,1.0928235203536438,29.455363063242864,1.2470706793026234,1.2221994883226106,38,7.82,0.5,5,10,3,1,6,1,8,0,8,11
39,Florida,13.158992857367963,105.6,92.5,71.2,32,23.9,-1.3426258928290045,0.6481828291768265,6.481828291768265,14.968193902893393,-3.25474351369245,23.40785536323792,1.3796802923318574,1.6102335884811272,39,9.42,0.308,2,13,1,3,7,0,6,0,3,16
40,Clemson,14.23671803197729,109.2,94.9,69.7,33,17.24,-0.37541024600283857,0.8871429974644651,8.871429974644652,14.87303271455585,-0.9070680182777693,16.28849669054223,1.6934942367123413,2.0664095391627275,40,3.89,0.462,3,3,4,4,8,1,8,2,9,6
41,Indiana,14.691111892453321,110.4,95.7,69.3,33,15.2,-0.06361101344333475,0.9261898842241293,9.261898842241292,14.80263717416655,2.842489553127937,20.966532404650877,1.449081499746538,1.7934091886898493,41,10.38,0.385,8,8,5,3,3,0,6,0,14,11
42,North Carolina,13.790626496172635,107.9,94.1,70.6,33,18.43,-0.5799216879784206,0.8525971023859179,8.52597102385918,14.743166872405267,-0.6363120250287686,34.696735780566364,0.9704958984563966,1.2354417425807582,42,8.62,0.333,0,9,6,4,11,0,3,0,7,13
43,USC,15.01198991721104,110.0,95.0,70.0,32,13.07,0.24274873965137989,0.9055846328288788,9.055846328288787,14.583637713222204,1.038557969390915,26.43870676695375,1.280864558113076,1.4465734609545595,43,8.02,0.455,3,7,7,1,6,1,6,1,12,8
44,VCU,15.088028422427598,105.8,90.7,69.4,35,12.35,0.3422535528034498,0.8920274300915494,8.920274300915494,14.531930698528637,0.40903974199600057,29.65480770367375,1.2125545006312723,1.2548194323970068,44,1.43,0.667,1,2,4,2,12,1,11,2,7,3
45,Virginia,15.185316595826976,107.5,92.3,62.8,32,12.03,0.394414574478372,0.8842572671130503,8.842572671130503,14.50217852507694,3.4592837068550146,28.426782960529053,1.264832161649173,1.2848879469975558,45,6.85,0.583,4,5,7,2,7,0,7,0,11,6
46,Missouri,12.958553333546533,114.9,102.0,70.0,33,21.07,-1.0139308333066834,0.7510282347953443,7.510282347953443,14.462350670533223,3.623394559919678,23.792756506211667,1.3758576210209355,1.5729662895274392,46,8.25,0.5,7,9,4,0,5,0,8,0,9,9
47,Penn St.,15.176994326680685,114.5,99.3,65.6,35,9.23,0.7433742908350855,0.8190521018200453,8.190521018200453,14.049224138234218,2.0472262215279784,27.28693644169512,1.2399423758927637,1.4291027033349475,47,9.93,0.471,8,9,4,4,4,0,6,0,14,13
48,BYU,11.928008485747824,106.3,94.4,71.4,32,23.55,-1.452748939281522,0.6096584104600027,6.096584104600026,13.787872050812988,-4.104373365556636,27.075223285811745,1.2303400178997284,1.4665969485320376,48,5.92,0.308,2,7,1,4,8,3,6,1,4,11
49,Providence,14.453140968972576,113.3,98.9,68.5,32,10.62,0.47914262112157213,0.8706013317264802,8.706013317264802,13.633326558194238,0.6938671224713282,27.748251437594572,1.2889863192971998,1.3104374221764499,49,6.59,0.429,4,7,4,3,4,1,9,0,7,11
50,Oklahoma St.,13.887882835484575,104.3,90.5,69.4,34,11.31,0.32223535443557183,0.8948856338952641,8.948856338952641,13.350753209229993,-0.4893372167172636,31.527431048774076,1.1293363294196619,1.2243351848801327,50,11.51,0.333,6,11,4,4,3,1,5,0,10,15
51,Miami FL,14.288238574773516,114.5,100.2,70.6,32,9.02,0.6585298218466895,0.8371542988510937,8.371542988510937,13.195803596130286,3.579813356806607,32.06937858509376,1.0368107306490537,1.338663851823663,51,5.78,0.615,5,5,5,0,9,1,6,1,13,5
52,North Texas,15.114010959377296,108.2,93.1,59.8,31,3.14,1.496751369922162,0.5938424584757663,5.938424584757663,13.189003007395893,1.1333209259064816,20.068248330883453,1.5400806200215227,1.7597925374825087,52,2.01,0.733,1,3,3,2,12,1,8,1,4,4
53,Liberty,14.533253417808027,110.3,95.8,65.8,31,7.86,0.8341566772260033,0.7979877623857361,7.9798776238573605,13.167119174366903,-1.9086482335013564,26.04823956629268,1.2950030290104286,1.4632268217714453,53,-2.05,0.5,0,3,0,2,5,3,18,0,1,3
54,Oral Roberts,14.05327303706298,111.3,97.3,71.9,29,-10.99,3.1304091296328727,0.11198599509759408,1.1198599509759408,13.122161187233354,1.875081383734745,19.872341122702004,1.4967831353652792,1.8586851311481687,54,-2.86,0.733,0,4,1,0,4,0,20,0,1,4
55,N.C. State,13.102198737691708,110.8,97.7,70.6,33,12.63,0.059024842211463424,0.9266587886210164,9.266587886210164,12.998673203187769,1.068641786160292,19.903925738654024,1.4799161378722807,1.8848872423393017,55,5.95,0.385,2,7,6,3,7,0,8,0,10,9
56,Drake,14.669154200391176,108.5,93.8,67.4,33,4.68,1.248644275048897,0.6796216461433432,6.796216461433432,12.963251975281757,-0.13324690098203007,20.406349461231628,1.5378477350353308,1.7200003566495388,56,-0.93,0.6,0,0,3,3,10,4,13,0,4,3
57,Rutgers,13.583287451019373,102.6,89.0,67.2,34,10.34,0.4054109313774217,0.8825583823205908,8.825583823205909,12.914904145846242,-2.128878532997856,21.599068978018842,1.4220747357917378,1.758198698526099,57,8.29,0.385,7,7,3,3,2,5,7,0,11,13
58,Iowa,12.794108257575658,116.1,103.3,71.0,33,13.15,-0.04448646780304277,0.9281271597015776,9.281271597015776,12.872230977063797,-0.4058952535720941,21.26329202560657,1.4927475442811264,1.6830223843612424,58,9.86,0.357,7,8,6,4,2,1,4,1,13,13
59,Villanova,13.793246350140251,110.7,97.0,65.4,33,8.63,0.6454057937675313,0.8398202568142832,8.398202568142832,12.745809841602792,-2.990001563139721,28.82790500476726,1.188050753793454,1.3672563850113644,59,9.15,0.333,2,11,3,4,8,1,4,0,7,12
60,UAB,13.264128554596084,108.8,95.5,72.4,33,6.79,0.8092660693245105,0.8039395257697145,8.039395257697144,11.995881835249518,-0.12650453324235045,31.28962507595954,1.107193322603518,1.2808994420190905,60,1.24,0.533,2,4,1,3,9,0,12,2,3,6
61,Oklahoma,12.553542422958557,107.6,95.0,67.0,32,9.66,0.36169280286981964,0.8891867368705765,8.891867368705764,11.924346519071783,-0.9764704692091879,19.322230691317017,1.5025075847014147,1.928145909076393,61,12.53,0.333,6,14,3,2,3,1,3,0,10,17
62,Cincinnati,12.945643313836754,109.1,96.2,70.0,32,7.98,0.6207054142295942,0.8447418521433699,8.447418521433699,11.908571756898956,-2.102635259785181,24.03839104950928,1.2986706953403577,1.6798821737448957,62,4.91,0.333,1,7,2,3,5,2,12,0,2,8
63,Wisconsin,9.846458133953973,103.4,93.5,64.4,32,22.36,-1.5641927332557533,0.5692301556360249,5.692301556360249,11.736256604688466,-0.12016560384963526,33.174932392583024,1.0374477329000444,1.2403736663256413,63,10.48,0.5,7,9,4,4,2,1,5,0,12,14
64,Nevada,12.863203689882354,108.3,95.4,67.4,31,6.05,0.8516504612352943,0.7937245881461796,7.937245881461797,11.474351661371886,1.6540162226689858,27.823561164711666,1.2266762405046898,1.398699180054846,64,7.42,0.467,4,5,4,2,11,3,2,0,11,8
65,Pittsburgh,11.343736593385856,112.2,100.8,69.0,33,11.88,-0.06703292582676812,0.9258382216085634,9.258382216085634,11.461226457563477,-0.40699140066272577,23.178572819397303,1.4774936594753383,1.4896908246147942,65,4.89,0.5,3,6,4,3,7,1,8,1,7,9
66,Colorado,12.128702992737374,104.3,92.2,70.2,33,8.66,0.4335878740921717,0.8781062877321552,8.78106287732155,11.399690924006274,-2.7955654865273374,18.358437545096635,1.5344801362749787,2.0164999670759847,66,8.79,0.294,3,7,5,4,4,4,5,1,10,10
67,Vanderbilt,10.951554122716942,112.9,102.0,68.4,34,13.05,-0.2623057346603823,0.9030463978268969,9.030463978268969,11.391938402903223,-0.4996926320860524,21.01134887865055,1.4931753154159748,1.7134710336458907,67,10.06,0.462,5,10,5,1,5,2,5,1,9,11
68,Yale,12.720754069280886,108.3,95.6,67.6,27,6.95,0.7213442586601108,0.8238980360971604,8.238980360971604,11.371534286024614,-1.5433215368115434,20.1690509934624,1.5679728426125998,1.7049528336131727,68,-1.29,0.562,0,2,3,3,8,1,8,2,0,2
69,Dayton,11.564816017048742,108.4,96.9,63.2,34,9.46,0.2631020021310926,0.9029417733463365,9.029417733463365,11.123135323441833,-4.410378874552379,21.906199991331324,1.4929611172249178,1.606756625573516,69,1.19,0.385,1,2,0,6,9,3,12,1,2,8
70,Utah Valley,13.041751184107426,105.2,92.2,72.3,30,-1.3,1.7927188980134283,0.4839858924099449,4.839858924099449,11.0494339187926,-0.024559889277007585,24.689694700829392,1.3323946828477222,1.5451055753074638,70,1.01,0.625,2,2,1,2,10,3,9,1,4,3
71,Iona,12.548589534794687,109.0,96.5,70.0,35,-4.91,2.182323691849336,0.34333089903392533,3.4333089903392535,10.988985795665162,-1.4751873881708981,22.00423311295603,1.456431392442048,1.6504730099297547,71,-3.79,0.625,0,1,0,2,7,3,21,1,1,3
72,Central Florida,12.525570388538611,107.4,94.9,66.5,32,0.0,1.5656962985673264,0.5686770419808566,5.686770419808566,10.635516070184703,-4.3277645072501585,23.382917519472585,1.4031414051094908,1.5753494397573546,72,5.05,0.417,2,5,2,5,4,3,10,1,3,8
73,Washington St.,12.423258421307992,109.2,96.7,65.4,33,0.2,1.527907302663499,0.5825229584920747,5.825229584920747,10.58931468572247,-2.6272095748605153,21.47295946584607,1.4804448621619977,1.6766448441534052,73,8.34,0.294,1,11,6,3,3,1,7,1,6,14
74,New Mexico,12.333435949364244,112.0,99.6,73.8,32,2.2,1.2666794936705306,0.6737028698799675,6.7370286987996755,10.571058939523251,-0.18400277427296174,30.14472575541124,1.2568689313642862,1.1534402715281415,74,6.61,0.417,3,5,3,3,9,2,6,1,10,8
75,Arizona St.,10.690993515279231,102.9,92.2,70.6,34,8.59,0.26262418940990395,0.9030045669838721,9.03004566983872,10.250090720507052,1.1226638098735506,24.657288711111704,1.39418894998303,1.4537077005592254,75,8.52,0.562,5,6,4,5,5,0,8,1,11,10
76,Charleston,11.991614739233881,107.1,95.1,73.3,33,0.96,1.378951842404235,0.6356590515651144,6.356590515651144,10.209868487717378,1.2944532989319235,33.9345890372519,1.0425707846150771,1.1693773206502243,76,-4.77,0.846,0,1,1,0,10,2,19,0,3,2
77,Kent St.,11.978880085877108,105.5,93.6,70.0,32,1.65,1.2911100107346385,0.6655964333337793,6.655964333337793,10.200405311270837,1.3868558400585762,33.04233758767862,1.1099792357764926,1.1327997647324128,77,-1.22,0.625,0,2,2,2,9,1,15,1,4,4
78,Stanford,10.528303934458293,112.1,101.6,67.1,33,7.76,0.34603799180728667,0.8914794676322616,8.914794676322616,9.939517531758995,-6.310426041681374,21.3441479788656,1.5017487500024065,1.6595267748119522,78,7.5,0.2,1,12,3,4,2,2,8,1,4,16
79,St. John's,7.770122586938271,104.5,96.7,75.0,33,21.74,-1.746234676632716,0.501411992509218,5.01411992509218,9.612770551062042,-3.32895664020376,31.81134714954229,1.164589663141907,1.148469315780115,79,6.81,0.385,1,11,3,3,7,1,7,0,3,14
80,Virginia Tech,10.025699728591349,110.6,100.6,68.2,34,7.57,0.3069624660739185,0.8970211950649035,8.970211950649036,9.513062111678616,-3.466623620350422,28.641134882305956,1.222323707559351,1.3292339869282594,80,5.96,0.167,1,5,7,7,3,2,9,0,8,10
81,Wake Forest,8.376249353889989,108.8,100.5,71.1,33,13.88,-0.6879688307637515,0.8310443282977852,8.310443282977852,9.483441723500722,-2.6981188308402544,33.4623852370699,1.0990465220217613,1.1169879151411317,81,5.76,0.312,2,8,5,4,4,2,8,0,6,10
82,Santa Clara,10.001967398760797,108.3,98.3,71.8,31,5.23,0.5964959248450996,0.8494451769482239,8.49445176948224,8.975614453012675,0.8251669572137068,31.731304870350524,1.1003215068240775,1.2543877494922266,82,5.74,0.667,2,6,4,0,9,2,7,1,6,8
83,Bradley,10.057180219458658,106.0,96.0,66.3,33,4.62,0.6796475274323323,0.832789680667325,8.32789680667325,8.961545568637877,-0.7440844732115472,17.432398669904998,1.6359667589463505,1.9789273291357432,83,0.61,0.533,0,5,2,2,7,2,15,0,4,6
84,Utah,9.18020020244144,102.9,93.7,68.1,32,7.2,0.24752502530518006,0.9049702837359255,9.049702837359256,8.743650796430527,-3.3950664477403514,25.847379608961212,1.3919222786657535,1.3423749958679152,84,7.04,0.385,2,10,3,2,3,3,9,0,5,15
85,UCF,2.0550209462431184,100.5,98.5,68.3,1,9.45,-0.9243723817196101,0.7752926056413795,7.752926056413795,8.605142062654792,0.006833624571341734,34.46675691533203,1.0,1.2,85,-18.49,0.0,0,0,0,0,0,0,1,0,0,0
86,Nebraska,7.110216452247968,103.6,96.5,69.3,32,14.22,-0.888722943469004,0.7844712452928189,7.844712452928189,8.51000588730952,-2.475640691080546,22.913067081016806,1.3682849952307286,1.6884690792785866,86,10.04,0.286,4,12,4,3,2,0,6,1,8,15
87,Seton Hall,9.710665686464054,102.6,92.9,67.7,32,3.54,0.7713332108080068,0.8127532335051963,8.127532335051963,8.460843382994785,-2.339443111361028,18.047738086792997,1.574059543362019,1.9912363611502388,87,9.02,0.538,5,9,3,4,4,1,5,1,7,13
88,Sam Houston St.,10.352297162245677,102.6,92.3,65.6,28,-3.87,1.7777871452807097,0.4895813288237674,4.895813288237674,8.23562320054477,0.4303523218826051,24.64642048752234,1.337244751894564,1.5418375765148022,88,0.66,0.688,1,3,1,1,9,3,10,0,2,5
89,Indiana St.,9.854011383613454,108.7,98.9,71.8,34,-6.51,2.0455014229516815,0.3909663241340973,3.909663241340973,8.16637376520195,-6.842794133310299,25.819899429053564,1.3786285957124718,1.3625262257965294,89,-3.84,0.5,0,1,2,2,3,6,16,4,1,3
90,San Jose St.,9.74002556654321,108.0,98.2,64.6,31,-6.77,2.063753195817901,0.3844671907162833,3.8446719071628332,7.918351605848505,0.12903276390575158,15.933518831791487,1.6634692281092196,2.1835929338848685,90,6.38,0.438,3,8,4,2,6,2,6,0,8,11
91,South Alabama,9.633401004896356,106.8,97.1,66.7,33,-1.34,1.3716751256120445,0.6381831834897944,6.381831834897945,7.855159704091966,-7.226499231013349,23.81303596861708,1.4636420255263867,1.443436321067168,91,-0.45,0.368,0,5,2,4,5,3,10,4,0,5
92,Hofstra,9.311502192772863,106.2,96.8,68.8,33,-4.86,1.7714377740966079,0.4919615273842919,4.919615273842918,7.472919756285019,-3.7167223147662938,19.801256756690123,1.616490849435422,1.6823504023334528,92,-3.07,0.667,0,2,4,1,4,4,15,3,3,2
93,San Francisco,7.802764737947939,108.2,100.4,69.5,33,5.08,0.34034559224349237,0.8923027673704076,8.923027673704077,7.223243017933091,-2.9841561114838555,24.952473691189645,1.3185430769549862,1.5395696700277024,93,4.28,0.467,0,8,6,1,4,3,9,2,4,10
94,Saint Louis,8.15996501443307,109.0,100.8,70.9,32,3.61,0.5687456268041338,0.8546915053654647,8.546915053654647,7.200874429514333,-2.9794674964418277,25.24090732233574,1.2455401961751487,1.6391486824395758,94,3.54,0.308,1,7,3,1,9,3,7,1,4,8
95,Colorado St.,6.75974721524716,109.6,102.9,67.2,32,8.7,-0.24253159809410496,0.9056124779150199,9.056124779150199,7.1877265098429,-5.791411046181413,20.06175733734115,1.5080620182413003,1.8128309472375592,95,6.59,0.333,1,10,3,3,5,4,5,1,3,15
96,Grand Canyon,7.987904395196352,110.8,102.8,67.3,32,4.12,0.48348804939954404,0.8698652571754478,8.698652571754478,7.161204875961513,-3.2862117728009217,24.968920766972786,1.2947193768327339,1.578666143510707,96,0.9,0.571,0,1,4,3,7,6,10,1,2,3
97,Furman,8.395780602988864,111.9,103.5,69.3,31,1.2,0.899472575373608,0.7817324831602663,7.817324831602663,6.946640183484403,-1.7636780150492086,25.88248249696246,1.2815530531268573,1.5024536080243773,97,-3.76,0.643,0,2,1,0,9,2,14,3,0,2
98,Akron,7.219675032020703,108.0,100.8,67.6,32,5.84,0.1724593790025879,0.9142220050573717,9.142220050573718,6.913097197243902,-4.1999677257918755,21.759301376717634,1.392666852907697,1.7911375510581367,98,-1.71,0.429,0,1,0,7,4,3,17,0,1,7
99,Toledo,8.694038174539784,115.4,106.7,70.8,33,-3.4,1.511754771817473,0.5884031138973062,5.884031138973062,6.86393735601646,-1.3735618364888857,22.722169037496602,1.4253534451801555,1.6153782132845096,99,-2.78,0.769,0,0,3,2,7,2,16,3,3,2
100,UNLV,7.495563623228932,104.9,97.4,70.7,31,4.21,0.41069545290361653,0.8817342838682923,8.817342838682924,6.7679927001343305,-3.0119820950818053,32.60763206006296,1.024798176263952,1.312990235112992,100,6.26,0.5,2,7,4,1,7,5,5,0,6,11
101,Washington,4.801257902165304,101.6,96.8,71.1,32,17.01,-1.5260927622293372,0.5831847264695889,5.831847264695888,6.683257443728191,-4.25882105360127,24.08739451423488,1.2754718606672562,1.7195906625149484,101,8.22,0.25,2,8,3,6,4,1,7,1,6,14
102,UC Irvine,6.8440162472179935,104.7,97.9,71.2,32,4.39,0.30675203090224923,0.8970503495726881,8.97050349572688,6.3067086857784425,-4.311313118190693,27.76626197868137,1.2381405314908855,1.3855832252211968,102,-0.93,0.6,1,1,1,3,6,6,13,1,1,2
