date,team,opponent,location_value,neutral,game_url,game_id
2026-02-14,Texas Tech,Arizona,-1,0,,2026-02-14__Arizona__Texas Tech
2026-02-14,The Citadel,Mercer,1,0,,2026-02-14__Mercer__The Citadel
2026-02-14,Toledo,Bowling Green,-1,0,,2026-02-14__Bowling Green__Toledo
2026-02-14,Towson,Monmouth,-1,0,,2026-02-14__Monmouth__Towson
2026-02-14,Troy,Southern Mississippi,-1,0,,2026-02-14__Southern Mississippi__Troy
2026-02-14,Tulsa,Wichita St.,-1,0,,2026-02-14__Tulsa__Wichita St.
2026-02-14,UC Davis,Long Beach St.,1,0,,2026-02-14__Long Beach St.__UC Davis
2026-02-14,UC Irvine,Cal St. Fullerton,1,0,,2026-02-14__Cal St. Fullerton__UC Irvine
2026-02-14,UC Riverside,UC-San Diego,-1,0,,2026-02-14__UC Riverside__UC-San Diego
2026-02-14,UC Santa Barbara,Cal Poly,-1,0,,2026-02-14__Cal Poly__UC Santa Barbara
2026-02-14,UC-San Diego,UC Riverside,1,0,,2026-02-14__UC Riverside__UC-San Diego
2026-02-14,UCF,West Virginia,1,0,,2026-02-14__UCF__West Virginia
2026-02-14,UCLA,Michigan,-1,0,,2026-02-14__Michigan__UCLA
2026-02-14,UMBC,New Hampshire,-1,0,,2026-02-14__New Hampshire__UMBC
2026-02-14,UNC Asheville,Presbyterian,1,0,,2026-02-14__Presbyterian__UNC Asheville
2026-02-14,UNC Greensboro,Wofford,1,0,,2026-02-14__UNC Greensboro__Wofford
2026-02-14,UNC Wilmington,Hofstra,1,0,,2026-02-14__Hofstra__UNC Wilmington
2026-02-14,USC Upstate,Longwood,-1,0,,2026-02-14__Longwood__USC Upstate
2026-02-14,UT Arlington,Southern Utah,1,0,,2026-02-14__Southern Utah__UT Arlington
2026-02-14,UT Rio Grande Valley,Stephen F. Austin,1,0,,2026-02-14__Stephen F. Austin__UT Rio Grande Valley
2026-02-14,UTEP,Liberty,1,0,,2026-02-14__Liberty__UTEP
2026-02-14,Utah St.,Memphis,1,0,,2026-02-14__Memphis__Utah St.
2026-02-14,Utah Tech,Cal Baptist,1,0,,2026-02-14__Cal Baptist__Utah Tech
2026-02-14,VCU,Richmond,-1,0,,2026-02-14__Richmond__VCU
2026-02-14,VMI,Furman,1,0,,2026-02-14__Furman__VMI
2026-02-14,Vanderbilt,Texas A&M,1,0,,2026-02-14__Texas A&M__Vanderbilt
2026-02-14,Vermont,Bryant,1,0,,2026-02-14__Bryant__Vermont
2026-02-14,Villanova,Creighton,-1,0,,2026-02-14__Creighton__Villanova
2026-02-14,Virginia,Ohio St.,-1,0,,2026-02-14__Ohio St.__Virginia
2026-02-14,Virginia Tech,Florida St.,1,0,,2026-02-14__Florida St.__Virginia Tech
2026-02-14,Wagner,Stonehill,-1,0,,2026-02-14__Stonehill__Wagner
2026-02-14,Wake Forest,Stanford,1,0,,2026-02-14__Stanford__Wake Forest
2026-02-14,Washington,Minnesota,1,0,,2026-02-14__Minnesota__Washington
2026-02-14,Weber St.,Eastern Washington,-1,0,,2026-02-14__Eastern Washington__Weber St.
2026-02-14,West Georgia,Central Arkansas,-1,0,,2026-02-14__Central Arkansas__West Georgia
2026-02-14,West Virginia,UCF,-1,0,,2026-02-14__UCF__West Virginia
2026-02-14,Western Carolina,Chattanooga,-1,0,,2026-02-14__Chattanooga__Western Carolina
2026-02-14,Western Kentucky,Middle Tennessee,1,0,,2026-02-14__Middle Tennessee__Western Kentucky
2026-02-14,Western Michigan,Eastern Michigan,-1,0,,2026-02-14__Eastern Michigan__Western Michigan
2026-02-14,Wichita St.,Tulsa,1,0,,2026-02-14__Tulsa__Wichita St.
2026-02-14,William & Mary,Elon,1,0,,2026-02-14__Elon__William & Mary
2026-02-14,Wofford,UNC Greensboro,-1,0,,2026-02-14__UNC Greensboro__Wofford
2026-02-14,Wyoming,Colorado St.,-1,0,,2026-02-14__Colorado St.__Wyoming
2026-02-14,Xavier,Marquette,1,0,,2026-02-14__Marquette__Xavier
2026-02-14,Yale,Harvard,-1,0,,2026-02-14__Harvard__Yale
2026-02-15,Belmont,Murray St.,-1,0,,2026-02-15__Belmont__Murray St.
2026-02-15,Bradley,Southern Illinois,-1,0,,2026-02-15__Bradley__Southern Illinois
2026-02-15,Butler,Seton Hall,1,0,,2026-02-15__Butler__Seton Hall
2026-02-15,Canisius,Manhattan,1,0,,2026-02-15__Canisius__Manhattan
2026-02-15,Charlotte,UTSA,1,0,,2026-02-15__Charlotte__UTSA
2026-02-15,Cincinnati,Utah,1,0,,2026-02-15__Cincinnati__Utah
2026-02-15,Cleveland St.,Wright St.,1,0,,2026-02-15__Cleveland St.__Wright St.
2026-02-15,Davidson,Dayton,-1,0,,2026-02-15__Davidson__Dayton
2026-02-15,Dayton,Davidson,1,0,,2026-02-15__Davidson__Dayton
2026-02-15,Detroit Mercy,Youngstown St.,1,0,,2026-02-15__Detroit Mercy__Youngstown St.
2026-02-15,Drake,Northern Iowa,-1,0,,2026-02-15__Drake__Northern Iowa
2026-02-15,Fairfield,St. Peter's,-1,0,,2026-02-15__Fairfield__St. Peter's
2026-02-15,Florida Atlantic,South Florida,1,0,,2026-02-15__Florida Atlantic__South Florida
2026-02-15,Green Bay,Milwaukee,-1,0,,2026-02-15__Green Bay__Milwaukee
2026-02-15,Holy Cross,Loyola MD,-1,0,,2026-02-15__Holy Cross__Loyola MD
2026-02-15,IU Indy,Purdue Fort Wayne,-1,0,,2026-02-15__IU Indy__Purdue Fort Wayne
2026-02-15,Illinois,Indiana,1,0,,2026-02-15__Illinois__Indiana
2026-02-15,Illinois Chicago,Illinois St.,1,0,,2026-02-15__Illinois Chicago__Illinois St.
2026-02-15,Illinois St.,Illinois Chicago,-1,0,,2026-02-15__Illinois Chicago__Illinois St.
2026-02-15,Indiana,Illinois,-1,0,,2026-02-15__Illinois__Indiana
2026-02-15,Indiana St.,Valparaiso,-1,0,,2026-02-15__Indiana St.__Valparaiso
2026-02-15,Iona,Niagara,-1,0,,2026-02-15__Iona__Niagara
2026-02-15,Loyola MD,Holy Cross,1,0,,2026-02-15__Holy Cross__Loyola MD
2026-02-15,Manhattan,Canisius,-1,0,,2026-02-15__Canisius__Manhattan
2026-02-15,Marist,Siena,1,0,,2026-02-15__Marist__Siena
2026-02-15,Maryland,Rutgers,-1,0,,2026-02-15__Maryland__Rutgers
2026-02-15,Merrimack,Quinnipiac,-1,0,,2026-02-15__Merrimack__Quinnipiac
2026-02-15,Milwaukee,Green Bay,1,0,,2026-02-15__Green Bay__Milwaukee
2026-02-15,Murray St.,Belmont,1,0,,2026-02-15__Belmont__Murray St.
2026-02-15,Niagara,Iona,1,0,,2026-02-15__Iona__Niagara
2026-02-15,North Texas,Temple,-1,0,,2026-02-15__North Texas__Temple
2026-02-15,Northern Iowa,Drake,1,0,,2026-02-15__Drake__Northern Iowa
2026-02-15,Oakland,Robert Morris,-1,0,,2026-02-15__Oakland__Robert Morris
2026-02-15,Oregon St.,Seattle,-1,0,,2026-02-15__Oregon St.__Seattle
2026-02-15,Purdue Fort Wayne,IU Indy,1,0,,2026-02-15__IU Indy__Purdue Fort Wayne
2026-02-15,Quinnipiac,Merrimack,1,0,,2026-02-15__Merrimack__Quinnipiac
2026-02-15,Rider,Sacred Heart,-1,0,,2026-02-15__Rider__Sacred Heart
2026-02-15,Robert Morris,Oakland,1,0,,2026-02-15__Oakland__Robert Morris
2026-02-15,Rutgers,Maryland,1,0,,2026-02-15__Maryland__Rutgers
2026-02-15,Sacred Heart,Rider,1,0,,2026-02-15__Rider__Sacred Heart
2026-02-15,San Diego,San Francisco,1,0,,2026-02-15__San Diego__San Francisco
2026-02-15,San Francisco,San Diego,-1,0,,2026-02-15__San Diego__San Francisco
2026-02-15,Seattle,Oregon St.,1,0,,2026-02-15__Oregon St.__Seattle
2026-02-15,Seton Hall,Butler,-1,0,,2026-02-15__Butler__Seton Hall
2026-02-15,Siena,Marist,-1,0,,2026-02-15__Marist__Siena
2026-02-15,South Florida,Florida Atlantic,-1,0,,2026-02-15__Florida Atlantic__South Florida
2026-02-15,Southern Illinois,Bradley,1,0,,2026-02-15__Bradley__Southern Illinois
2026-02-15,St. Peter's,Fairfield,1,0,,2026-02-15__Fairfield__St. Peter's
2026-02-15,Temple,North Texas,1,0,,2026-02-15__North Texas__Temple
2026-02-15,Tulane,UAB,-1,0,,2026-02-15__Tulane__UAB
2026-02-15,UAB,Tulane,1,0,,2026-02-15__Tulane__UAB
2026-02-15,UTSA,Charlotte,-1,0,,2026-02-15__Charlotte__UTSA
2026-02-15,Utah,Cincinnati,-1,0,,2026-02-15__Cincinnati__Utah
2026-02-15,Valparaiso,Indiana St.,1,0,,2026-02-15__Indiana St.__Valparaiso
2026-02-15,Wright St.,Cleveland St.,-1,0,,2026-02-15__Cleveland St.__Wright St.
2026-02-15,Youngstown St.,Detroit Mercy,-1,0,,2026-02-15__Detroit Mercy__Youngstown St.
2026-02-16,Alabama A&M,Arkansas Pine Bluff,1,0,,2026-02-16__Alabama A&M__Arkansas Pine Bluff
2026-02-16,Alabama St.,Mississippi Valley St.,1,0,,2026-02-16__Alabama St.__Mississippi Valley St.
2026-02-16,Alcorn St.,Florida A&M,1,0,,2026-02-16__Alcorn St.__Florida A&M
2026-02-16,Arkansas Pine Bluff,Alabama A&M,-1,0,,2026-02-16__Alabama A&M__Arkansas Pine Bluff
2026-02-16,Bethune Cookman,Jackson St.,-1,0,,2026-02-16__Bethune Cookman__Jackson St.
2026-02-16,Boston University,Colgate,1,0,,2026-02-16__Boston University__Colgate
2026-02-16,Colgate,Boston University,-1,0,,2026-02-16__Boston University__Colgate
2026-02-16,Coppin St.,South Carolina St.,-1,0,,2026-02-16__Coppin St.__South Carolina St.
2026-02-16,Delaware St.,Howard,1,0,,2026-02-16__Delaware St.__Howard
2026-02-16,Drexel,Stony Brook,-1,0,,2026-02-16__Drexel__Stony Brook
2026-02-16,Duke,Syracuse,1,0,,2026-02-16__Duke__Syracuse
2026-02-16,East Texas A&M,Southeastern Louisiana,1,0,,2026-02-16__East Texas A&M__Southeastern Louisiana
2026-02-16,Florida A&M,Alcorn St.,-1,0,,2026-02-16__Alcorn St.__Florida A&M
2026-02-16,Grambling St.,Prairie View A&M,-1,0,,2026-02-16__Grambling St.__Prairie View A&M
2026-02-16,Houston,Iowa St.,-1,0,,2026-02-16__Houston__Iowa St.
2026-02-16,Houston Christian,Nicholls,1,0,,2026-02-16__Houston Christian__Nicholls
2026-02-16,Howard,Delaware St.,-1,0,,2026-02-16__Delaware St.__Howard
2026-02-16,Incarnate Word,New Orleans,1,0,,2026-02-16__Incarnate Word__New Orleans
2026-02-16,Iowa St.,Houston,1,0,,2026-02-16__Houston__Iowa St.
2026-02-16,Jackson St.,Bethune Cookman,1,0,,2026-02-16__Bethune Cookman__Jackson St.
2026-02-16,Lamar,UT Rio Grande Valley,-1,0,,2026-02-16__Lamar__UT Rio Grande Valley
2026-02-16,Louisiana,Old Dominion,-1,0,,2026-02-16__Louisiana__Old Dominion
2026-02-16,Marshall,South Alabama,1,0,,2026-02-16__Marshall__South Alabama
2026-02-16,Maryland Eastern Shore,Norfolk St.,1,0,,2026-02-16__Maryland Eastern Shore__Norfolk St.
2026-02-16,McNeese,Northwestern St.,-1,0,,2026-02-16__McNeese__Northwestern St.
2026-02-16,Mississippi Valley St.,Alabama St.,-1,0,,2026-02-16__Alabama St.__Mississippi Valley St.
2026-02-16,Morgan St.,North Carolina Central,-1,0,,2026-02-16__Morgan St.__North Carolina Central
2026-02-16,New Orleans,Incarnate Word,-1,0,,2026-02-16__Incarnate Word__New Orleans
2026-02-16,Nicholls,Houston Christian,-1,0,,2026-02-16__Houston Christian__Nicholls
2026-02-16,Norfolk St.,Maryland Eastern Shore,-1,0,,2026-02-16__Maryland Eastern Shore__Norfolk St.
2026-02-16,North Carolina Central,Morgan St.,1,0,,2026-02-16__Morgan St.__North Carolina Central
2026-02-16,Northwestern St.,McNeese,1,0,,2026-02-16__McNeese__Northwestern St.
2026-02-16,Old Dominion,Louisiana,1,0,,2026-02-16__Louisiana__Old Dominion
2026-02-16,Prairie View A&M,Grambling St.,1,0,,2026-02-16__Grambling St.__Prairie View A&M
2026-02-16,South Alabama,Marshall,-1,0,,2026-02-16__Marshall__South Alabama
2026-02-16,South Carolina St.,Coppin St.,1,0,,2026-02-16__Coppin St.__South Carolina St.
2026-02-16,Southeastern Louisiana,East Texas A&M,-1,0,,2026-02-16__East Texas A&M__Southeastern Louisiana
2026-02-16,Southern,Texas Southern,-1,0,,2026-02-16__Southern__Texas Southern
2026-02-16,Stephen F. Austin,Texas A&M Corpus Chris,-1,0,,2026-02-16__Stephen F. Austin__Texas A&M Corpus Chris
2026-02-16,Stony Brook,Drexel,1,0,,2026-02-16__Drexel__Stony Brook
2026-02-16,Syracuse,Duke,-1,0,,2026-02-16__Duke__Syracuse
2026-02-16,Texas A&M Corpus Chris,Stephen F. Austin,1,0,,2026-02-16__Stephen F. Austin__Texas A&M Corpus Chris
2026-02-16,Texas Southern,Southern,1,0,,2026-02-16__Southern__Texas Southern
2026-02-16,UT Rio Grande Valley,Lamar,1,0,,2026-02-16__Lamar__UT Rio Grande Valley
2026-02-17,Air Force,New Mexico,-1,0,,2026-02-17__Air Force__New Mexico
2026-02-17,Akron,Western Michigan,-1,0,,2026-02-17__Akron__Western Michigan
2026-02-17,Arizona St.,Texas Tech,1,0,,2026-02-17__Arizona St.__Texas Tech
2026-02-17,Ball St.,Ohio,-1,0,,2026-02-17__Ball St.__Ohio
2026-02-17,Baylor,Kansas St.,-1,0,,2026-02-17__Baylor__Kansas St.
2026-02-17,Boston College,Florida St.,-1,0,,2026-02-17__Boston College__Florida St.
2026-02-17,Bowling Green,Kent St.,1,0,,2026-02-17__Bowling Green__Kent St.
2026-02-17,Buffalo,Northern Illinois,1,0,,2026-02-17__Buffalo__Northern Illinois
2026-02-17,Central Michigan,Eastern Michigan,-1,0,,2026-02-17__Central Michigan__Eastern Michigan
2026-02-17,Eastern Michigan,Central Michigan,1,0,,2026-02-17__Central Michigan__Eastern Michigan
2026-02-17,Florida,South Carolina,1,0,,2026-02-17__Florida__South Carolina
2026-02-17,Florida St.,Boston College,1,0,,2026-02-17__Boston College__Florida St.
2026-02-17,Fresno St.,Wyoming,-1,0,,2026-02-17__Fresno St.__Wyoming
2026-02-17,George Washington,VCU,-1,0,,2026-02-17__George Washington__VCU
2026-02-17,Georgia,Kentucky,-1,0,,2026-02-17__Georgia__Kentucky
2026-02-17,Grand Canyon,San Diego St.,-1,0,,2026-02-17__Grand Canyon__San Diego St.
2026-02-17,Iowa,Nebraska,1,0,,2026-02-17__Iowa__Nebraska
2026-02-17,Kansas St.,Baylor,1,0,,2026-02-17__Baylor__Kansas St.
2026-02-17,Kent St.,Bowling Green,-1,0,,2026-02-17__Bowling Green__Kent St.
2026-02-17,Kentucky,Georgia,1,0,,2026-02-17__Georgia__Kentucky
2026-02-17,LSU,Texas,-1,0,,2026-02-17__LSU__Texas
2026-02-17,Louisville,SMU,-1,0,,2026-02-17__Louisville__SMU
2026-02-17,Massachusetts,Miami OH,1,0,,2026-02-17__Massachusetts__Miami OH
2026-02-17,Miami FL,Virginia Tech,1,0,,2026-02-17__Miami FL__Virginia Tech
2026-02-17,Miami OH,Massachusetts,-1,0,,2026-02-17__Massachusetts__Miami OH
2026-02-17,Michigan,Purdue,-1,0,,2026-02-17__Michigan__Purdue
2026-02-17,Michigan St.,UCLA,1,0,,2026-02-17__Michigan St.__UCLA
2026-02-17,Minnesota,Oregon,-1,0,,2026-02-17__Minnesota__Oregon
2026-02-17,N.C. State,North Carolina,1,0,,2026-02-17__N.C. State__North Carolina
2026-02-17,Nebraska,Iowa,-1,0,,2026-02-17__Iowa__Nebraska
2026-02-17,Nevada,San Jose St.,-1,0,,2026-02-17__Nevada__San Jose St.
2026-02-17,New Mexico,Air Force,1,0,,2026-02-17__Air Force__New Mexico
2026-02-17,North Carolina,N.C. State,-1,0,,2026-02-17__N.C. State__North Carolina
2026-02-17,Northern Illinois,Buffalo,-1,0,,2026-02-17__Buffalo__Northern Illinois
2026-02-17,Ohio,Ball St.,1,0,,2026-02-17__Ball St.__Ohio
2026-02-17,Ohio St.,Wisconsin,1,0,,2026-02-17__Ohio St.__Wisconsin
2026-02-17,Oregon,Minnesota,1,0,,2026-02-17__Minnesota__Oregon
2026-02-17,Purdue,Michigan,1,0,,2026-02-17__Michigan__Purdue
2026-02-17,Rhode Island,Saint Louis,1,0,,2026-02-17__Rhode Island__Saint Louis
2026-02-17,SMU,Louisville,1,0,,2026-02-17__Louisville__SMU
2026-02-17,Saint Louis,Rhode Island,-1,0,,2026-02-17__Rhode Island__Saint Louis
2026-02-17,San Diego St.,Grand Canyon,1,0,,2026-02-17__Grand Canyon__San Diego St.
2026-02-17,San Jose St.,Nevada,1,0,,2026-02-17__Nevada__San Jose St.
2026-02-17,South Carolina,Florida,-1,0,,2026-02-17__Florida__South Carolina
2026-02-17,Southeast Missouri,Tennessee Martin,-1,0,,2026-02-17__Southeast Missouri__Tennessee Martin
2026-02-17,TCU,UCF,-1,0,,2026-02-17__TCU__UCF
2026-02-17,Tennessee Martin,Southeast Missouri,1,0,,2026-02-17__Southeast Missouri__Tennessee Martin
2026-02-17,Texas,LSU,1,0,,2026-02-17__LSU__Texas
2026-02-17,Texas Tech,Arizona St.,-1,0,,2026-02-17__Arizona St.__Texas Tech
2026-02-17,UCF,TCU,1,0,,2026-02-17__TCU__UCF
2026-02-17,UCLA,Michigan St.,-1,0,,2026-02-17__Michigan St.__UCLA
2026-02-17,VCU,George Washington,1,0,,2026-02-17__George Washington__VCU
2026-02-17,Villanova,Xavier,-1,0,,2026-02-17__Villanova__Xavier
2026-02-17,Virginia Tech,Miami FL,-1,0,,2026-02-17__Miami FL__Virginia Tech
2026-02-17,Western Michigan,Akron,1,0,,2026-02-17__Akron__Western Michigan
2026-02-17,Wisconsin,Ohio St.,-1,0,,2026-02-17__Ohio St.__Wisconsin
2026-02-17,Wyoming,Fresno St.,1,0,,2026-02-17__Fresno St.__Wyoming
2026-02-17,Xavier,Villanova,1,0,,2026-02-17__Villanova__Xavier
2026-02-18,Alabama,Arkansas,1,0,,2026-02-18__Alabama__Arkansas
2026-02-18,American,Bucknell,-1,0,,2026-02-18__American__Bucknell
2026-02-18,Arizona,BYU,1,0,,2026-02-18__Arizona__BYU
2026-02-18,Arkansas,Alabama,-1,0,,2026-02-18__Alabama__Arkansas
2026-02-18,Army,Loyola MD,-1,0,,2026-02-18__Army__Loyola MD
2026-02-18,Auburn,Mississippi St.,-1,0,,2026-02-18__Auburn__Mississippi St.
2026-02-18,BYU,Arizona,-1,0,,2026-02-18__Arizona__BYU
2026-02-18,Bellarmine,Lipscomb,1,0,,2026-02-18__Bellarmine__Lipscomb
2026-02-18,Boise St.,Utah St.,-1,0,,2026-02-18__Boise St.__Utah St.
2026-02-18,Bradley,Valparaiso,-1,0,,2026-02-18__Bradley__Valparaiso
2026-02-18,Bucknell,American,1,0,,2026-02-18__American__Bucknell
2026-02-18,Butler,Georgetown,-1,0,,2026-02-18__Butler__Georgetown
2026-02-18,Charlotte,Tulsa,-1,0,,2026-02-18__Charlotte__Tulsa
2026-02-18,Clemson,Wake Forest,-1,0,,2026-02-18__Clemson__Wake Forest
2026-02-18,Cleveland St.,Youngstown St.,-1,0,,2026-02-18__Cleveland St.__Youngstown St.
2026-02-18,Coastal Carolina,James Madison,1,0,,2026-02-18__Coastal Carolina__James Madison
2026-02-18,Colorado St.,UNLV,-1,0,,2026-02-18__Colorado St.__UNLV
2026-02-18,Connecticut,Creighton,1,0,,2026-02-18__Connecticut__Creighton
2026-02-18,Creighton,Connecticut,-1,0,,2026-02-18__Connecticut__Creighton
2026-02-18,Davidson,Richmond,1,0,,2026-02-18__Davidson__Richmond
2026-02-18,Dayton,George Mason,-1,0,,2026-02-18__Dayton__George Mason
2026-02-18,DePaul,Seton Hall,-1,0,,2026-02-18__DePaul__Seton Hall
2026-02-18,Delaware,Western Kentucky,1,0,,2026-02-18__Delaware__Western Kentucky
2026-02-18,Drake,Southern Illinois,1,0,,2026-02-18__Drake__Southern Illinois
2026-02-18,Duquesne,La Salle,1,0,,2026-02-18__Duquesne__La Salle
2026-02-18,East Carolina,Wichita St.,1,0,,2026-02-18__East Carolina__Wichita St.
2026-02-18,East Tennessee St.,Furman,-1,0,,2026-02-18__East Tennessee St.__Furman
2026-02-18,Eastern Kentucky,West Georgia,1,0,,2026-02-18__Eastern Kentucky__West Georgia
2026-02-18,Evansville,Illinois Chicago,1,0,,2026-02-18__Evansville__Illinois Chicago
2026-02-18,Florida Atlantic,UTSA,-1,0,,2026-02-18__Florida Atlantic__UTSA
2026-02-18,Fordham,Loyola Chicago,1,0,,2026-02-18__Fordham__Loyola Chicago
2026-02-18,Furman,East Tennessee St.,1,0,,2026-02-18__East Tennessee St.__Furman
2026-02-18,George Mason,Dayton,1,0,,2026-02-18__Dayton__George Mason
2026-02-18,Georgetown,Butler,1,0,,2026-02-18__Butler__Georgetown
2026-02-18,Georgia Tech,Virginia,1,0,,2026-02-18__Georgia Tech__Virginia
2026-02-18,Gonzaga,San Francisco,-1,0,,2026-02-18__Gonzaga__San Francisco
2026-02-18,Holy Cross,Lafayette,1,0,,2026-02-18__Holy Cross__Lafayette
2026-02-18,Illinois,USC,-1,0,,2026-02-18__Illinois__USC
2026-02-18,Illinois Chicago,Evansville,-1,0,,2026-02-18__Evansville__Illinois Chicago
2026-02-18,Illinois St.,Murray St.,1,0,,2026-02-18__Illinois St.__Murray St.
2026-02-18,Indiana St.,Northern Iowa,1,0,,2026-02-18__Indiana St.__Northern Iowa
2026-02-18,Jacksonville St.,Louisiana Tech,-1,0,,2026-02-18__Jacksonville St.__Louisiana Tech
2026-02-18,James Madison,Coastal Carolina,-1,0,,2026-02-18__Coastal Carolina__James Madison
2026-02-18,Kansas,Oklahoma St.,-1,0,,2026-02-18__Kansas__Oklahoma St.
2026-02-18,Kennesaw St.,Missouri St.,-1,0,,2026-02-18__Kennesaw St.__Missouri St.
2026-02-18,La Salle,Duquesne,-1,0,,2026-02-18__Duquesne__La Salle
2026-02-18,Lafayette,Holy Cross,-1,0,,2026-02-18__Holy Cross__Lafayette
2026-02-18,Lehigh,Navy,-1,0,,2026-02-18__Lehigh__Navy
2026-02-18,Lipscomb,Bellarmine,-1,0,,2026-02-18__Bellarmine__Lipscomb
2026-02-18,Louisiana Monroe,Troy,1,0,,2026-02-18__Louisiana Monroe__Troy
2026-02-18,Louisiana Tech,Jacksonville St.,1,0,,2026-02-18__Jacksonville St.__Louisiana Tech
2026-02-18,Loyola Chicago,Fordham,-1,0,,2026-02-18__Fordham__Loyola Chicago
2026-02-18,Loyola MD,Army,1,0,,2026-02-18__Army__Loyola MD
2026-02-18,Marquette,St. John's,1,0,,2026-02-18__Marquette__St. John's
2026-02-18,Maryland,Northwestern,-1,0,,2026-02-18__Maryland__Northwestern
2026-02-18,Middle Tennessee,Sam Houston St.,-1,0,,2026-02-18__Middle Tennessee__Sam Houston St.
2026-02-18,Mississippi,Texas A&M,-1,0,,2026-02-18__Mississippi__Texas A&M
2026-02-18,Mississippi St.,Auburn,1,0,,2026-02-18__Auburn__Mississippi St.
2026-02-18,Missouri,Vanderbilt,1,0,,2026-02-18__Missouri__Vanderbilt
2026-02-18,Missouri St.,Kennesaw St.,1,0,,2026-02-18__Kennesaw St.__Missouri St.
2026-02-18,Murray St.,Illinois St.,-1,0,,2026-02-18__Illinois St.__Murray St.
2026-02-18,Navy,Lehigh,1,0,,2026-02-18__Lehigh__Navy
2026-02-18,Nebraska Omaha,Oral Roberts,1,0,,2026-02-18__Nebraska Omaha__Oral Roberts
2026-02-18,North Alabama,Queens,1,0,,2026-02-18__North Alabama__Queens
2026-02-18,North Dakota St.,South Dakota St.,-1,0,,2026-02-18__North Dakota St.__South Dakota St.
2026-02-18,Northern Iowa,Indiana St.,-1,0,,2026-02-18__Indiana St.__Northern Iowa
2026-02-18,Northern Kentucky,Purdue Fort Wayne,1,0,,2026-02-18__Northern Kentucky__Purdue Fort Wayne
2026-02-18,Northwestern,Maryland,1,0,,2026-02-18__Maryland__Northwestern
2026-02-18,Oklahoma,Tennessee,-1,0,,2026-02-18__Oklahoma__Tennessee
2026-02-18,Oklahoma St.,Kansas,1,0,,2026-02-18__Kansas__Oklahoma St.
2026-02-18,Oral Roberts,Nebraska Omaha,-1,0,,2026-02-18__Nebraska Omaha__Oral Roberts
2026-02-18,Pacific,Washington St.,-1,0,,2026-02-18__Pacific__Washington St.
2026-02-18,Penn St.,Rutgers,1,0,,2026-02-18__Penn St.__Rutgers
2026-02-18,Pepperdine,Portland,-1,0,,2026-02-18__Pepperdine__Portland
2026-02-18,Portland,Pepperdine,1,0,,2026-02-18__Pepperdine__Portland
2026-02-18,Purdue Fort Wayne,Northern Kentucky,-1,0,,2026-02-18__Northern Kentucky__Purdue Fort Wayne
2026-02-18,Queens,North Alabama,-1,0,,2026-02-18__North Alabama__Queens
2026-02-18,Richmond,Davidson,-1,0,,2026-02-18__Davidson__Richmond
2026-02-18,Rutgers,Penn St.,-1,0,,2026-02-18__Penn St.__Rutgers
2026-02-18,Saint Joseph's,St. Bonaventure,-1,0,,2026-02-18__Saint Joseph's__St. Bonaventure
2026-02-18,Saint Mary's,Seattle,-1,0,,2026-02-18__Saint Mary's__Seattle
2026-02-18,Sam Houston St.,Middle Tennessee,1,0,,2026-02-18__Middle Tennessee__Sam Houston St.
2026-02-18,San Francisco,Gonzaga,1,0,,2026-02-18__Gonzaga__San Francisco
2026-02-18,Seattle,Saint Mary's,1,0,,2026-02-18__Saint Mary's__Seattle
2026-02-18,Seton Hall,DePaul,1,0,,2026-02-18__DePaul__Seton Hall
2026-02-18,South Dakota St.,North Dakota St.,1,0,,2026-02-18__North Dakota St.__South Dakota St.
2026-02-18,Southern Illinois,Drake,-1,0,,2026-02-18__Drake__Southern Illinois
2026-02-18,St. Bonaventure,Saint Joseph's,1,0,,2026-02-18__Saint Joseph's__St. Bonaventure
2026-02-18,St. John's,Marquette,-1,0,,2026-02-18__Marquette__St. John's
2026-02-18,Temple,UAB,1,0,,2026-02-18__Temple__UAB
2026-02-18,Tennessee,Oklahoma,1,0,,2026-02-18__Oklahoma__Tennessee
2026-02-18,Texas A&M,Mississippi,1,0,,2026-02-18__Mississippi__Texas A&M
2026-02-18,Troy,Louisiana Monroe,-1,0,,2026-02-18__Louisiana Monroe__Troy
2026-02-18,Tulsa,Charlotte,1,0,,2026-02-18__Charlotte__Tulsa
2026-02-18,UAB,Temple,-1,0,,2026-02-18__Temple__UAB
2026-02-18,UNC Greensboro,Western Carolina,-1,0,,2026-02-18__UNC Greensboro__Western Carolina
2026-02-18,UNLV,Colorado St.,1,0,,2026-02-18__Colorado St.__UNLV
2026-02-18,USC,Illinois,1,0,,2026-02-18__Illinois__USC
2026-02-18,UTSA,Florida Atlantic,1,0,,2026-02-18__Florida Atlantic__UTSA
2026-02-18,Utah,West Virginia,-1,0,,2026-02-18__Utah__West Virginia
2026-02-18,Utah St.,Boise St.,1,0,,2026-02-18__Boise St.__Utah St.
2026-02-18,VMI,Wofford,-1,0,,2026-02-18__VMI__Wofford
2026-02-18,Valparaiso,Bradley,1,0,,2026-02-18__Bradley__Valparaiso
2026-02-18,Vanderbilt,Missouri,-1,0,,2026-02-18__Missouri__Vanderbilt
2026-02-18,Virginia,Georgia Tech,-1,0,,2026-02-18__Georgia Tech__Virginia
2026-02-18,Wake Forest,Clemson,1,0,,2026-02-18__Clemson__Wake Forest
2026-02-18,Washington St.,Pacific,1,0,,2026-02-18__Pacific__Washington St.
